source_file,utt_or_id,filename,text,matched_terms,mandarin,pseudo_english_nllb
wsc_train_audio_text.tsv.gz,sc0019253_1683670_1688060,sc0019253_1683670_1688060.wav,煮了两只熟末在此请哥哥吃了两块去,哥哥,煮了两只熟的在这儿，请哥哥吃两块去。,"I've cooked two cooked chickens here, let my brother eat two."
wsc_train_audio_text.tsv.gz,sc0000282_7424310_7428680,sc0000282_7424310_7428680.wav,怎么怎么了怎么我了啥子怎么我了,我,怎么了嘛，是我错了怎么了,What's wrong? I'm wrong.
wsc_train_audio_text.tsv.gz,sc0010946_208980_211710,sc0010946_208980_211710.wav,我都出走三十年了,我,我已经离开家乡三十年了,I've been away from home for 30 years.
wsc_train_audio_text.tsv.gz,sc0040514_632280_652210,sc0040514_632280_652210.wav,可是那明晓得那么危险的地方为啥子那么多嘴娃子对体育学院如此执着明知山有虎偏向虎山行据不可靠的小道消息说小偷见了有一条规定只要去体育学院偷了东西被发现还可以平安无事出来的都可以出师了,娃子,可是明明知道那个地方很危险，为什么还有那么多孩子对体育学院这么执着？明知山有虎还偏向虎山行。据不靠谱的内部消息说，只要去了体育学院偷东西，如果被发现了还能平安无事地出来，这都算是出师了。,"But it is clear that the place is dangerous, and why are so many children so attached to the gymnasium? It is also clear that there are tigers in the mountains. According to unreliable internal reports, as long as you go to a gym to steal something, if you are found to be able to get out safely, you are a teacher."
wsc_train_audio_text.tsv.gz,sc0000470_468800_490970,sc0000470_468800_490970.wav,现实代为啥子大家感觉的大家感情很淡了特别像啥子你们两个两个成双成对来的不管岁数多少说真话非常羡慕你们虽然有些是放单来的呢也许是哎呀管死老头喊他来他不想听有些啊或者就是哎呀那个死老太婆哎呀喊他来呢也难得走这个并不代表你没得得,老太婆 大家 这个 老头 那个 你们 你 他,现在大家都觉得彼此的感情变淡了，特别像是成双成对的，不管多大年纪都说真的挺羡慕你们。虽然有些人是单身过来的，可能是哎呀管死老头喊他来他不想去，或者是哎呀那个死老太婆喊他来也不容易凑齐，但这不代表你们没有吸引力。,"Now everyone feels that each other's feelings are weakened, especially as if they're two-parents, no matter how old they say they really envy you. Although some people are single, maybe it's the old man who cries out to him that he doesn't want to go, or the old woman who cried to him is not easy to get along with, but that doesn 't mean you're not attractive."
wsc_train_audio_text.tsv.gz,sc0007095_543870_573870,sc0007095_543870_573870.wav,我们要是一直在淝水两岸对阵这样就变成久战战了打不不爽要不这样你稍微后退两步我们就在河那边来个大决战你看个样样福建看看到这封信过后以为西安在犯傅检认认为可以将计就计在东军军队河河的半途中发动进攻一定可以获胜检的的想法不错但是他的部队没得,我们 你 他,我们要是一直在淝水两岸对阵，这样就变成了持久战，打起来就不爽了。要不这样，你稍微后退两步，我们在河对岸进行大规模决战，看看效果如何。福建那边的人看了这封信后，以为西安会出兵支援，便打算在东晋军队过河的过程中发动攻击，认为一定能获胜。他的想法不错，但他的部队不够。,"If we had been fighting on both sides of the river, it would have turned into a protracted war, and it would be uncomfortable to fight. Otherwise, you would have taken two steps back, and we would have fought a large-scale final battle on the other side of the River, to see what the outcome would be."
wsc_train_audio_text.tsv.gz,sc0010636_164990_183390,sc0010636_164990_183390.wav,有换件下一步我们就要去寻找这台车有哪些部位是有过更换的或者是有修复的然后首先我们看这个水箱框架这这里面有一个生产日期这是幺零年然后一个箭头指向四表示这个水箱框架的制造日期是幺零年四月,哪些 这个 我们,有的更换部件，下一步我们要去找这辆车哪些部位有过更换或者修复。首先是水箱框架，这里有一个生产日期是20年，然后一个箭头指向4，表示水箱框架的制造日期是20年4月。,"The next step is to find out which parts of the car have been replaced or repaired. First, the tank frame, where there is a production date of 20 years, and then an arrow pointing to 4, indicating that the tank framework is manufactured on April 20."
wsc_train_audio_text.tsv.gz,sc0040564_635930_643010,sc0040564_635930_643010.wav,不是因为这样子发创意为准你看着我便是他的努力一生只唱这不是科学的毛病病,你 我 他,不是因为这样发创意，而是你看着他便觉得这是他一生的努力，只唱这一首歌，并不是科学上的问题。,"It's not because he came up with this idea, but because you look at him and he feels that it's his life's work to sing this song, not a scientific question."
wsc_train_audio_text.tsv.gz,sc0031059_374280_376910,sc0031059_374280_376910.wav,Nicenicenicenice来了我来了六六六了,我,nice来啦，我来啦，六六六来啦,"Nice, come on, I'm coming on, six, six."
wsc_train_audio_text.tsv.gz,sc0029647_722350_727250,sc0029647_722350_727250.wav,那接下来给大家重点推荐一下在成都当地,大家,那接下来给大家重点推荐一下在成都当地的景点吧,The next step is to focus on the local attractions in Chengdu.
wsc_train_audio_text.tsv.gz,sc0000697_205050_209840,sc0000697_205050_209840.wav,嗯了真的没得了我们两个应爱心继承假老脸嘛挣贾老爷嘛,我们,嗯，真的没有了，我们俩应该争遗产吧？贾老爷的遗产。,"Oh, really not, should we fight for the inheritance?"
wsc_train_audio_text.tsv.gz,sc0000349_198040_203130,sc0000349_198040_203130.wav,那不钱你就不合你你找个手是嘛嘛嗯上法庭偏偏偏到儿去了,你,那你不同意的话就不合适，你就找个理由是吗？明明可以协商解决的，偏偏要去法院诉讼。,"If you disagree, it's not right, and you can find a reason to go to court, which is clearly negotiable."
wsc_train_audio_text.tsv.gz,sc0040495_94660_97910,sc0040495_94660_97910.wav,你说前半生就这样吧,你,你说前面这一辈子就这样吧,You're saying that's what this necklace looks like.
wsc_train_audio_text.tsv.gz,sc0039134_157420_176680,sc0039134_157420_176680.wav,张哥是一个真正喜欢读书的老板儿在实体书店受到网络和疫情的双重打击下二零一九年在大胆的对书店进行了提档升级新中式的风格加以柔和暖色的光线给人一种亲切舒适的阅读体验氛围,读书的 老板 哥,张哥是一位真正热爱读书的老板，在实体书店受到网络和疫情双重打击的情况下，2019年他大胆地对书店进行了升级改造，采用了新的中式风格，并加上了柔和温暖的灯光，给人带来一种亲切舒适的阅读环境。,"Zhangko, who is a genuinely book-loving owner, boldly upgraded the bookstore in 2019 to a new Chinese style and added soft and warm lights to create a friendly and comfortable reading environment."
wsc_train_audio_text.tsv.gz,sc0032120_764490_767210,sc0032120_764490_767210.wav,你要怀疑却不,你,你要怀疑但不,"You have to doubt, but no."
wsc_train_audio_text.tsv.gz,sc0011027_256600_276460,sc0011027_256600_276460.wav,现在这个天热了其实你们也挺辛苦的所以你还是收下就当喝茶我不喜欢喝茶请你拿回去你拿到吧喊你不要再说了收下拿回去哎呀你这个人那么呢拿到你这个平台给我滚你是在侮辱我的侄女子女,这个人 这个 侄女 你们 你 我,现在天气热了，其实你们也很辛苦，所以你就收下吧，当作是喝茶。我其实不喜欢喝茶，你要拿回去就拿回去吧，别再说了，收下拿回去。哎呀，你这个人怎么这么不给面子，拿着东西就走，这是在侮辱我的侄儿或侄女。,"Now it's hot and you're working hard, so take it and drink it. I don't like to drink tea. Take it and take it back. Don't say no more, take it away. Oh, how could you not give your face and take something away, insulting my son or daughter-in-law?"
wsc_train_audio_text.tsv.gz,sc0012052_99020_102420,sc0012052_99020_102420.wav,对家打七条点着下家现在就我们三家,我们,大家都打了七张牌，下面就是我们三家了。,"We all played seven cards, and below are the three of us."
wsc_train_audio_text.tsv.gz,sc0039644_398240_412600,sc0039644_398240_412600.wav,百分之八十以上的人都有提前消费的观念我发现一点哈现在这个社会呢彻底混乱了哎我并不是说社会治安混乱嗯啊我说的是啥子混乱呢由于有了金融工具的帮助哈在原来是不可能的比如说原来,这个 我,百分之八十以上的人已经有了提前消费的概念，我发现现在的社会确实乱了套了。我不是说治安乱了，而是说因为有了金融工具的帮助，在原来的情况下是不可能实现的，比如原来,"More than 80 percent of people already have the concept of consumption in advance, and I find that today's society is really messed up."
wsc_train_audio_text.tsv.gz,sc0000330_313250_316770,sc0000330_313250_316770.wav,这个娃娃肯定有毛病哼看串串,这个 娃娃,这个娃娃肯定有问题哦，去看串串烧吧。,"I'm sure this doll has a problem, so let's go see the string sequence."
wsc_train_audio_text.tsv.gz,sc0030330_1023210_1025440,sc0030330_1023210_1025440.wav,他巡江师儿来来了,他,他巡江师来了。,He's here with the Rangers.
wsc_train_audio_text.tsv.gz,sc0030830_180900_197370,sc0030830_180900_197370.wav,妈的妈的我帮你大我帮你大我靠他有惩戒我靠哥那个蓝也没拿到人还没呢亏大了他还得去我家的蓝瑶瑶过来帮我一下他在我他在我家那个蓝区完了木兰这个我也有惩戒我操,这个 那个 哥 你 我 他 妈,妈的妈的我帮你一下我帮你一下我靠他有惩戒我靠哥们那个蓝也没拿 别人都没到 我亏大了 还得去我家 蓝瑶瑶过来帮我一下 他在 我在他家那个蓝区 完了木兰这个我也有惩戒我操,"I'll help you, I'm gonna help you. I've been punished by him. I haven't taken the blue by the brothers. No one else has got it."
wsc_train_audio_text.tsv.gz,sc0019225_465680_472790,sc0019225_465680_472790.wav,约至二更以后徐凌收拾上床娘子问道明日随至也不,娘,大约到了二更之后，徐凌收拾好上床，娘子问明天是否还要去。,"After about two hours, Xu Ling packed up and went to bed, and her daughter asked if she wanted to go tomorrow."
wsc_train_audio_text.tsv.gz,sc0000503_1205190_1213920,sc0000503_1205190_1213920.wav,最后把钱耍完拿给袁妈妈把她邀出来流落街头住到庙子头当讨口子,妈妈 她,最后把钱花完了就拿给袁妈妈，让她出来流落到街上，在庙门口当乞丐。,"When he had finished spending the money, he gave it to the girl, and she went out into the streets and begged at the door."
wsc_train_audio_text.tsv.gz,sc0030662_414430_428100,sc0030662_414430_428100.wav,天我和他耍了一个多小时一直在旁边那絮絮叨叨说这的说那的果然不负众望他们屋头娃儿居然开口说话了特别大声的给我说了一句你给我滚出去,他们 娃儿 你 我 他,我跟他玩了一个多小时，一直在旁边絮絮叨叨地说这说那。果然没有辜负期望，他们家的孩子居然会说话了，还特别大声地对我说了一句“你给我滚出去”。,"I played with him for more than an hour, and I sat next to him and said this and that. It certainly didn't live up to expectations, and the kids in their house would talk to me, and they said something very loud to me."
wsc_train_audio_text.tsv.gz,sc0006308_609990_622200,sc0006308_609990_622200.wav,一进了门见那几个长水不甚慌张问其所以憨先病倒了症候甚重医生说脉息不好已是不肯下药,那几个 医生,一进门见那些病人不太慌张，问起原因，说是刚才有个病人病情加重，医生说脉象不好，已经不肯开药了。,"When he came to the door, he saw the sick and asked them why, saying that one of them had just gotten worse. The doctor said that his pulse was not well and he had refused to take his medicine."
wsc_train_audio_text.tsv.gz,sc0007183_130500_146640,sc0007183_130500_146640.wav,阳店所需要的是阴殿突然来了一个阳店要分它的阴殿他自然要把它推开阴殿所需要的是阳店忽然来了一个阴殿要分他的阳店他当然也要把它推开,它 他,阳店需要的是阴殿，突然来了一个阳店要分走它的生意，它自然会排斥这个新的阳店。阴殿也需要阳店，忽然来了一个阴殿要分走一部分顾客，它当然也会排斥这个新的阴殿。,"The Sun Temple needs the Sun Temple, and suddenly there comes a Sun Temple to separate its business, and it will naturally exclude the new Sun Temple."
wsc_train_audio_text.tsv.gz,sc0040470_548630_561770,sc0040470_548630_561770.wav,跑到了一千多块钱人民币看到只在美国指定的餐厅供应辣酱的加拿大网友他们发火了表示这不可能我要四川辣酱,他们 网友 我,跑了好几家店，花了上千块钱才买到，发现只能在美国指定的餐厅使用那种加了特殊辣椒酱的加拿大网友们都炸了，纷纷表示不可能要用这种辣椒酱，要正宗的四川辣酱。,"Running through several stores and spending thousands of dollars to buy it, I found that Canadian netizens who could only use a restaurant designated in the U.S. with a special sauce were all blown up, saying it was impossible to use this sauce, a genuine Sichuan sauce."
wsc_train_audio_text.tsv.gz,sc0019332_46540_52050,sc0019332_46540_52050.wav,石秀在庭前千折万折架骂庭上众人都附带了,众人,石秀在庭前激烈地争吵，庭上的众人也都跟着附和了。,"They began to argue fiercely in front of the courtyard, and everyone in the courthouse joined them."
wsc_train_audio_text.tsv.gz,sc0039781_214870_237330,sc0039781_214870_237330.wav,弄你弄你耍寂寞呢哎说到这儿其实呢我觉得这个寂寞呢分耐得住寂寞和耐不住寂寞薛老轩老师是不是一个耐得住寂寞那必须耐得住啊是吗对呀我记得原来你有一个女朋友就评价过你说你好像是一个耐不住寂寞的人哦耐不住寂寞的的原因耐不住寂寞的原因,女朋友 这个 老师 你 我,你逗你了逗你了，其实是说他能不能耐得住寂寞吧？薛老轩老师是不是耐得住寂寞？这肯定是耐得住啦，对吧？我记得以前有个女朋友说过，她说你好像不太能耐得住寂寞哦。不能耐得住寂寞的原因是什么呢？,I remember a friend of mine saying that you don't seem to be able to handle loneliness. Why can't you?
wsc_train_audio_text.tsv.gz,sc0039091_247630_277630,sc0039091_247630_277630.wav,茶馆里呢难以找到整齐的横竖的线条每一张桌椅呢都被岁月压弯了脚杆烧水壶上来也布满了历史的痕迹却呢依然有不少的老者来茶馆后头来打发时间这儿呢不乏老居民也不乏呢初来的探索者每个人呢都能从这个百年老茶馆发掘一些新事物体验不一样的一天在这山长水远来到了盆到了盆,个人 这个,茶馆里面很难找到整齐的横平竖直的线条，每一张桌子椅子都被岁月压得弯了腿。烧水壶上也布满了历史的痕迹，但仍然有不少老人喜欢来这里消磨时光。这里既有老居民，也有初次来访的探索者，每个人都能从这家百年老茶馆中发现一些新鲜的事物，体验不一样的一天。在这里，仿佛穿越了时空，来到了成都盆地。,"It's hard to find neat horizontal lines in the teahouse, and every table chair has been squeezed by the years. Burning water is also filled with historical traces, but there are still many elderly people who love to spend time here."
wsc_train_audio_text.tsv.gz,sc0030931_340_12420,sc0030931_340_12420.wav,Hello我邀请那个朋友有个打野哦行行那那你那你们够人了是吧我不认识你把五楼踢了呀你踢我我操无情了我操情了我操,朋友 那个 你们 你 我,你好，我邀请了一个朋友来玩，打个野怎么样？你们人数差不多了吧？我不认识你把五楼踢了啊，你踢我我就生气了，我真的生气了。,"Well, I've invited a friend to play a game, and you're almost there. I don't know who you are. You've hit the fifth floor, and I'm pissed, really pissed."
wsc_train_audio_text.tsv.gz,sc0007823_224820_226850,sc0007823_224820_226850.wav,这使我想到很多事情,我,这让我想到了很多事情,It made me think of a lot of things.
wsc_train_audio_text.tsv.gz,sc0012212_135060_142900,sc0012212_135060_142900.wav,这时候对家猫其中一个点炮收了八份除去上家三份下家两份这把我们只收了三份现在我们来观看第二把第二把,我们,这时候对家里的猫其中一个下了注收了八份，除去上家收了三份，下家收了两份，我们现在只收了三份。现在我们来看第二把，第二把,"At that time, one of the cats in the house took eight, the other took three, and the other got two, and now we have only three. Now let's look at the second, the second."
wsc_train_audio_text.tsv.gz,sc0030767_559040_570560,sc0030767_559040_570560.wav,可以可以可以对呀完了完了这把感觉有点难打呀开始撤退等我等我等我等我等我我等我等我等我牵你等我欠你,你 我,可以可以可以对呀，完了完了，这把感觉有点难打呀，开始撤退，等我等我等我等我等我，我等我等我等我牵你，等我欠你,"It's all right, it's over, it feels a little hard to beat, start retreating, and I'll wait for you, I'm waiting for you."
wsc_train_audio_text.tsv.gz,sc0032325_714100_716520,sc0032325_714100_716520.wav,紧紧抱着你,你,紧紧地抱着你,Holding you tight
wsc_train_audio_text.tsv.gz,sc0000691_232110_237930,sc0000691_232110_237930.wav,你敢整你敢贾老啊又偷我东西站到我在这儿道我在这儿,你 我,你敢干你敢惹贾老啊又偷我的东西站到我这儿来道歉我在这儿,Do you dare to piss off Jiao and steal my stuff and stand here and apologize for being here?
wsc_train_audio_text.tsv.gz,sc0000088_693450_699840,sc0000088_693450_699840.wav,哎刀刀的那个剑就行了所以说有些人他都一定要跟他拼刀都很难打其实并不是啊,那个 他,哎，刀的话剑就可以了，所以有些人非要和他拼刀，其实真的并不难打，并不是说真的很难。,"For the sword is a sword, so that some may strike him with it, but it is not hard, not hard."
wsc_train_audio_text.tsv.gz,sc0040423_524030_554030,sc0040423_524030_554030.wav,但是呢不管怎么说这个大姐呢也算是乞讨界的一股清流了一不骗二不偷三不抢光明正大的讨口感还算是有追求哎要饭要成了网红实体加网络双管齐下实现了网络时代乞讨新模式这是丐帮的创新别个也算是业务精英了说起这个呢让我想起了之前因为脚臭被抓的小偷猎物水平哎肯定不到家但是呢现在我明白了,大姐 这个 别个 我,但是总的来说，这位大姐也算是乞讨界的清流。她一不骗，二不偷，三不抢，光明正大地讨饭，还算有点追求。要饭都能成为网红，线上线下一起发展，开创了新时代的乞讨模式，这确实是丐帮的一种创新，也算是业务精英了。说起这事，我还想起之前因为脚臭被抓住的小偷，猎物的水平确实不高。不过现在我明白了。,"But in general, she is also the cleanliness of the begging community. She does not lie, she does not steal, she doesn't steal three, she talks about food, and even pursues a little bit. If food can become red, online and develop together, to start a new era of begging model, this is indeed an innovation of the gang, and it is even the business elite to say this."
wsc_train_audio_text.tsv.gz,sc0019319_242090_246270,sc0019319_242090_246270.wav,鲁提吓道老人家如何能地下礼,老人家,鲁提辖说道老人家怎么能下跪呢,"Ruth said, ""How can an old man's family come down on his knees?"""
wsc_train_audio_text.tsv.gz,sc0039926_511290_521350,sc0039926_511290_521350.wav,大家来哎大家来评哈你让我讲点实实力肯定是你自己你少点咋会是我哟我一个朋友啊虽然说他反还反系关系还是可以嘛原来出来喝酒喝酒还摆了摆这个门个门阵,自己 大家 朋友 这个 你 我 他,大家来评一评，你让我讲点实在的，肯定是你自己做得少了怎么会是别人呢。我一个朋友啊，虽然他说反话，但关系还是可以的。原来出来喝酒的时候，他还摆了摆手做个样子。,"Let me tell you the truth, I'm a friend of yours, although he says no, but the relationship is fine. When he came out to drink, he also put his hands up to make a look."
wsc_train_audio_text.tsv.gz,sc0042364_123270_133530,sc0042364_123270_133530.wav,而被送到清远的小袁和小胡就没那么幸运了他们硬是在清远一个加油站和清新县人民医院之间来回奔波被逼着当了两天的撞车党,他们,而被送到清远的小袁和小胡就没有那么幸运了，他们硬是在这清远的一个加油站和清新县人民医院之间来回奔波，被逼着当了两天的撞车党。,"When they were sent to Chiang Mai and Chuo Hu, they were not so lucky that they were forced to run back and forth between a gas station and the Chinyui County People's Hospital for two days after being hit by a car."
wsc_train_audio_text.tsv.gz,sc0030427_220540_250540,sc0030427_220540_250540.wav,开元初年以张越为首的封建官僚轮番炒作之下大唐帝国的土地价格开始一轮螺旋式的飙升即是贫瘠土地的价格也是午后年间恶让价格的数倍一批封建官僚却获得了多田翁啊地痞一类的绰号地痞啊就是啊有热爱土地的癖好对吧大家应该还记得大唐帝国立国之初啊太宗李世民曾经按官职分配土地在这个制度下下封,大家 这个,开元初年，以张越为首的一些封建官僚不断炒作，导致大唐帝国的土地价格开始一轮螺旋式上涨，即使是贫瘠的土地，价格也比以前翻了好几倍。一些封建官僚因此获得了“多田翁”或“地痞”的绰号，“地痞”就是指那些热衷于拥有土地的人。大家可能还记得，大唐帝国刚建立时，太宗李世民曾按照官职分配土地，在那个制度下，下级官员分到的土地就比较少。,"In the early years of the Ming Dynasty, some feudal bureaucrats headed by Zhang Wei continued to cheat, which led to a spiraling rise in the price of land in the Tang DynastY, and even poor land prices were several times higher than before."
wsc_train_audio_text.tsv.gz,sc0008028_640_6680,sc0008028_640_6680.wav,大家好我是常行今天我们来读罗西的奇缘,大家 我们 我,大家好，我叫常行，今天我们来读罗西的奇缘。,"Hello, I'm always on the go, today we're going to read Rosie's magic."
wsc_train_audio_text.tsv.gz,sc0000643_64370_67260,sc0000643_64370_67260.wav,你这个风车还还钓鱼,这个 你,你的风车还能用来钓鱼吗？,Can your windmill still be used for fishing?
wsc_train_audio_text.tsv.gz,sc0030871_110630_130220,sc0030871_110630_130220.wav,救我救我救我救我弹弹弹呀呀我a我a我顶墙我弹弹的弹死了我靠八盖努力了大概一v四他把刚刚反你红我的号按动作没有啊嗯哎我来了咚咚去了咚咚咚哟进去了,你 我 他,救我救我救我救我弹弹弹呀呀我是我我顶墙我弹弹的弹死了我靠八盖努力了大概14他把刚刚反你红我的号按动作没有啊嗯哎我来了咚咚去了咚咚咚哟进去了,"I'm my roof, my bullet's dead. I've been working on it for about fourteen hours. He's just turned against you."
wsc_train_audio_text.tsv.gz,sc0000561_145070_154800,sc0000561_145070_154800.wav,还以为是小的时候你把我骂这个时候都当爷爷了的嘛后习习了说习习惯业恼老他赶不不走走过来那那里,爷爷 这个 小的 你 我 他,我还以为你是小时候骂我的人，现在都当爷爷了还在这里念叨着。你能不能别来了，别过来了啊。,"I thought you were the one who cursed me when I was a child, and now you are still here. Can you not come or go?"
wsc_train_audio_text.tsv.gz,sc0030283_701920_709620,sc0030283_701920_709620.wav,弟子结成扫塔忘我佛为灵早是无塔之原因莫之凡夫之冤屈,弟 我,弟子结成扫塔忘我，佛为灵早就是无塔的原因，莫之凡夫之冤屈,"The disciples had forgotten me, because the Buddha was the reason for the tower, the guilt of Mowan Man."
wsc_train_audio_text.tsv.gz,sc0005731_400780_421790,sc0005731_400780_421790.wav,却说孔明斩了马术将首级便是过硬以鼻用仙缝在诗上据官杖之自修记文相似将家家家家夫抚恤越月给予禄于于是孔明制作表文令蒋奏深主后主请自编丞相之字,家家,诸葛亮斩了马谡首级，说是过硬用鼻子缝在诗上，然后受官责罚自己写文章，表示要抚恤百姓，每月给予俸禄。于是诸葛亮写了表文让蒋琬呈给皇帝，请求自行编写丞相的谥号。,"Genghis Khan took the rank of a knight, claiming to have been too hard-nosed to write poems, and was then punished by the authorities for writing his own articles, saying that he should commend the people and give them a monthly nickname. So Genghi wrote an excerpt for the nickname to be presented to the emperor, asking him to write his own nickname for a photo."
wsc_train_audio_text.tsv.gz,sc0000384_1109680_1116440,sc0000384_1109680_1116440.wav,打得来法气连天的还有些人打个牌呀那个牌要搬来飞多远,那个,打得来的法气连天的还有些人打扑克牌啊，那个牌都要搬来飞多远。,"There's a lot of people out there who play poker, and the cards fly as far as they go."
wsc_train_audio_text.tsv.gz,sc0032361_148620_151320,sc0032361_148620_151320.wav,你妈装个毛啊你没得手啊,你 妈,你妈妈在装什么呀你没有动手啊,What are you wearing? You're not moving.
wsc_train_audio_text.tsv.gz,sc0039959_846850_876850,sc0039959_846850_876850.wav,只有我时间不值钱只有我最最最无聊你最后每次下来你就是很伤心你就觉得就这种情况下都忙啊都不得了啊都不得了嗯所以今天今天呢我们换了个层面来说同学会啊也不同学者的攀比啊很多人就来要来的永远都要来要要要来的有事的的远都有事我也不晓得啥原因对我不晓得说我估计啊大家还没有上个年龄吧真真正正当个五十五十岁的时候那个时候你才会珍惜同学之间学之间,大家 那个 我们 同学 你 我,只有我的时间不值钱，只有我觉得自己最无聊。每次聚会结束，你都会感到很伤心，觉得在这种情况下大家都很忙，都很重要，真的很忙，真的很不得了。所以今天我们换个角度来讲同学会，不是像学者那样互相攀比。很多人都说一定要来参加，来了才有事情可做。我不知道是什么原因，但我猜大家可能还没到那个年纪，真正到了五十、六十岁的时候，你才会珍惜同学之间的感情。,"It's just that my time isn't worth it, it's only that I feel the most bored. At the end of every party, you'll feel sad and feel that everyone is busy, important, really busy, really unnecessary. So today we meet in a different way, not as academics."
wsc_train_audio_text.tsv.gz,sc0019282_85530_88650,sc0019282_85530_88650.wav,不论呢如何打的那个孟虎,那个,不管怎么打的这个孟虎,I don't know what to do about it.
wsc_train_audio_text.tsv.gz,sc0002454_608120_614660,sc0002454_608120_614660.wav,都已经被搬上了银幕成为人们心目中的经典影片啊,人们,都已经搬上银幕成了人们心目中的经典电影了,It's been moved to the big screen and has become a classic movie in people's minds.
wsc_train_audio_text.tsv.gz,sc0013977_50670_54450,sc0013977_50670_54450.wav,因为喜欢这款车的人他应该比我还懂,我 他,因为喜欢这款车的人他应该比我更懂。,Because anyone who likes this car should know better than I do.
wsc_train_audio_text.tsv.gz,sc0019231_1170430_1176380,sc0019231_1170430_1176380.wav,不得贤弟自来历就便有同村铁色也和他分辨不得,弟 他,不得贤弟自来历就便与他辩解不得,You can't argue with him if you don't have your brother's experience.
wsc_train_audio_text.tsv.gz,sc0039617_1185600_1203180,sc0039617_1185600_1203180.wav,也不是经常嘛就是隔一段时间嘛啊保持一个频率但我就发现里头有些人是这样子刚开始呢也慕名而来来觉得杨老师师一在你耍哇哇哟好安逸就来了来了之后呢因为那个时候呢我这个那个是来了以后发现杨老师除了唱ktv只会唱ktv大家就觉得哎呀耍的好无趣的好无趣,大家 这个 老师 那个 你 我,也不是经常来的，就是隔一段时间来一次，保持一定的频率。但是我发现有些人是这样的，一开始也是慕名而来，觉得杨老师的水平很高，在唱歌的时候感觉非常好玩、很惬意。来了之后，因为那时候我看到杨老师除了会唱歌之外，只会唱歌，大家都觉得哎呀，原来只是会唱歌的话，玩得有点单调，挺无聊的。,"But I found that some people were like this, and at first they were envious, and they felt that they had a high level of singing, and that they felt very happy and happy singing. After that, because at that time, when I saw that the singing teacher would only sing, everyone thought, oh, it was just a song."
wsc_train_audio_text.tsv.gz,sc0041222_245560_249790,sc0041222_245560_249790.wav,我电视上没得老鼠的走开那个是别人故意整我的,那个 别人 我,我在电视上看到的是老鼠，那是别人故意整我的。,What I saw on TV was a mouse that someone intentionally made for me.
wsc_train_audio_text.tsv.gz,sc0006101_129770_159770,sc0006101_129770_159770.wav,穿越夔门闯荡世界的熟人踏上的既是一条光芒四射的人生之路同时也是一条不可逆转的探险之路许多杰出的熟人把他们的思故抛掷到了异地他乡是他们不愿意再回到天府之国的安乐乡中还是命运中有一股力量催逼着他们留在异乡这样的例子俯视皆是诸葛丞相放弃书,他们 他,穿越夔门闯荡世界的老熟人踏上的是条光明灿烂的人生路，同时也是一条无法回头的探险路。许多杰出的老熟人把自己的思念和回忆抛掷在了异地他乡，是他们不愿再回到天府之国的安乐之乡，还是命运中有股力量催逼着他们留在异乡？这样的例子比比皆是，就像诸葛亮放弃读书一样。,"The journey of an old acquaintance through a wandering world is a shining path of life, but it is also an irreversible journey. Many distinguished old acquaintances throw their thoughts and memories into their homelands, whether they do not want to return to the happy homeland of the kingdom of heaven, or whether fate has a force that forces them to stay abroad?"
wsc_train_audio_text.tsv.gz,sc0007819_12650_27620,sc0007819_12650_27620.wav,我正胡思乱想着那古装美女盈盈款款的走下楼来脸上还带着红晕从我生死一里娇柔无限的说思时见过仙界主人,美女 我,我正在胡思乱想，想象着那位古代美女缓缓走下楼梯，脸上还带着红晕，然后她娇柔地说了一句：“思时见过仙界主人。”,"I was thinking, imagining that ancient beauty slowly descending the stairs, with red lipstick on her face, and then she softly said a word:"
wsc_train_audio_text.tsv.gz,sc0040716_183410_193340,sc0040716_183410_193340.wav,他卖煎饼果子每天流水有一千五百美元不过那煎饼车啊经常因为违规停车被美国交警罚款,他,他卖煎饼果子每天收入有一千五百美元，不过那个煎饼车经常因为违规停车被美国警察罚款。,"He sold pies for $1,500 a day, but the pie truck was often fined by the U.S. police for parking violations."
wsc_train_audio_text.tsv.gz,sc0018639_16820_46820,sc0018639_16820_46820.wav,大龙虾周烤鲨鱼油焖大龙虾哟哎二娃你看到了没得没有看到那不是遭二牛耍去二二耍在了二的在屋头去啊跑能是跑二可能是头二了子老公去了冷我天看一子等一没这么冷的天那我咋干啊你上裤都不带一件哎呀老汉儿你都不带一件哎呀老汉跟你说企鹅爱穿衣服裤儿哎你脑壳有包我就过来你脑壳有包哦哎我去,老汉儿 老公 老汉 你 我,大龙虾周烤，鲨鱼油焖大龙虾。哎，二娃你看到了没？没有看到，那不是被二牛逗着玩去了吗？他可能是在家里逗着玩呢。老公去了冷笑话，我看一会儿，没想到这天气这么冷。那我怎么办啊？你上身都不穿一件衣服。哎呀，老汉儿你都不穿一件衣服。哎呀，老汉儿，你听我说，企鹅喜欢穿衣服。你脑袋里有病我就过来了。你脑袋里有病哦，哎我去。,"Did you see that? Did you not see that it wasn't played by two cows? He may have been playing at home. My husband made a cold joke, I looked at it for a moment, and I didn't think about the weather being so cold. So what do I do? You're not wearing a dress."
wsc_train_audio_text.tsv.gz,sc0032179_894010_896470,sc0032179_894010_896470.wav,眼睁睁看她走却,她,眼睁睁看着她离开却,The tears of her leaving.
