ID,四川话原句,称谓,en_gold_human,pred_english_lora_mbart,model_address_rendering,error_label,称谓类型,称谓类型中文,auto_note,标注理由,人工复核
ADDR_070,但反过来讲你看你要会教育的刚刚妈妈你们咋把我生出来的哦幺儿是这样子的啊,幺儿,kid/ sweetie,"On the other hand, you see that you are going to educate your mother, how did you bring me up?",mother,Other,affectionate,亲昵称呼,wrong or shifted person/address rendering,模型译文中出现了“mother”，说明它没有完全省略称谓；但该表达与人工标注“kid/ sweetie”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_071,你长得好帅哟是不是哦嘿我前女友一些都没说过我帅哥幺儿他们懂都不懂你长得恁个像吴彦祖,幺儿,sweetie,"Are you looking good? My former girlfriend hasn't said anything about me, but they don't know that you look like an old man.",girl,Other,affectionate,亲昵称呼,wrong or shifted person/address rendering,模型译文中出现了“girl”，说明它没有完全省略称谓；但该表达与人工标注“sweetie”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_072,那边老师明天喊你当着全班的娃儿都要都要,娃儿,children/ kids,Their teacher will call you tomorrow to be a full-time teacher.,teacher,Other,affectionate,亲昵称呼,wrong or shifted person/address rendering,模型译文中出现了“teacher”，说明它没有完全省略称谓；但该表达与人工标注“children/ kids”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_073,吃嘛快吃弟娃儿吃快吃吃我该吃嘛快吃很甜,弟娃儿,boy,"Let's eat, let's go and eat, I'm going to eat, and it's sweet.",,Omitted,affectionate,亲昵称呼,no clear English rendering of the target address term,人工标注认为“弟娃儿”应体现为“boy”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_074,我们衣服没逛到出来那两个娃儿非得套圈圈,娃儿,children/ kids,"Our clothes don't come out, and the two girls have to put on a circle.",girl,Other,affectionate,亲昵称呼,wrong or shifted person/address rendering,模型译文中出现了“girl”，说明它没有完全省略称谓；但该表达与人工标注“children/ kids”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_075,老子管你那些娃儿儿儿没没喂啊回去过好裹好,娃儿,children/ kids,"The old man took care of your children, didn't feed them, and went back and wrapped them.",children,Preserved,affectionate,亲昵称呼,matches human target or accepted synonym,模型译文中出现了“children”，与人工标注“children/ kids”相同或属于可接受近义译法；因此判断为保留了“娃儿”的主要称谓/语用功能。,
ADDR_076,说的嘛娃儿嘞好好吃了嘛完嘞我他家你讲的好,娃儿,children/ kids,"It's good to eat, and I'm going to tell you about my family.",,Omitted,affectionate,亲昵称呼,no clear English rendering of the target address term,人工标注认为“娃儿”应体现为“children/ kids”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_077,再说了办法啊比如你们这边几个小伙子阴道想那边女娃子想得的简直已经一塌糊涂了,女娃子,girls,"Another way is to say, for example, that there are a few boys here who want to have sex, and the girls there are really confused.",girls,Preserved,affectionate,亲昵称呼,matches human target or accepted synonym,模型译文中出现了“girls”，与人工标注“girls”相同或属于可接受近义译法；因此判断为保留了“女娃子”的主要称谓/语用功能。,
ADDR_078,过年爸爸嫌多屋头十天没开锅坐席千万莫和小娃儿坐一个个饿了饿下的看嘛筷子没来就用手抓筷子一来都过抢抢八辈子没吃过,小娃儿,children/ kids,"Over the years, Dad hasn't been in the house for ten days, sitting in the kitchen, sitting with the little kids, hungry and starving.",kids,Preserved,affectionate,亲昵称呼,matches human target or accepted synonym,模型译文中出现了“kids”，与人工标注“children/ kids”相同或属于可接受近义译法；因此判断为保留了“小娃儿”的主要称谓/语用功能。,
ADDR_079,楼上本是雕版画陈列时今年改做郭德展览会有郭德和他的朋友们的像他的画他的书的插图等等富士德的插图最多同一件是个人画起来呀趣为个别楼下是埃及古物的陈列室大大小小的木乃伊都有小娃儿也有,小娃儿,children/ kids,"This year's exhibition will be replaced by the Guo De exhibition, where Guo de and his friends will be shown pictures of his paintings, illustrations of his books, etc.",friend,Other,affectionate,亲昵称呼,wrong or shifted person/address rendering,模型译文中出现了“friend”，说明它没有完全省略称谓；但该表达与人工标注“children/ kids”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_080,我说嘛女娃儿有时候不一定长得非常乖,女娃儿,girls,I say that girl sometimes doesn't grow very well.,girl,Preserved,affectionate,亲昵称呼,matches human target or accepted synonym,模型译文中出现了“girl”，与人工标注“girls”相同或属于可接受近义译法；因此判断为保留了“女娃儿”的主要称谓/语用功能。,
ADDR_081,我就说啊你想嘛一个女娃子家家的万多万的为他选,女娃子,girl,"And I said, Thousands of women and children chose him.",child,Other,affectionate,亲昵称呼,wrong or shifted person/address rendering,模型译文中出现了“child”，说明它没有完全省略称谓；但该表达与人工标注“girl”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_082,他唱了半天结果经常说那个唱个青藏高原后来女娃子唱了下来要问我,女娃子,girl,"He sang for a long time, and he often said that song was sung in the Tibetan Plateau.",,Omitted,affectionate,亲昵称呼,no clear English rendering of the target address term,人工标注认为“女娃子”应体现为“girl”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_083,你回来他的八字儿你都喊我二爸呢你爱人是二奶你女娃子受我的胆你就是二奶,女娃子,girl / ,"When you come back to his eight words, you call me two, and your love is two.",,Omitted,affectionate,亲昵称呼,no clear English rendering of the target address term,人工标注认为“女娃子”应体现为“girl /”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_084,都在后头拍戏衣服穿起我刚开始啊你们年轻人和十几个女娃子青春就是美青春就是美,女娃子,girls,"They're all in the back of their clothes, and I'm just starting, you young men and a dozen young women.",,Omitted,affectionate,亲昵称呼,no clear English rendering of the target address term,人工标注认为“女娃子”应体现为“girls”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_085,生娃子保管挨到呀呀婆婆爱呀爱你妈的鬼娃娃子得不得爱一辈子嘛嘛,娃娃,children/ kids,"I love love love,,,I love you, I love you all my life.",,Omitted,affectionate,亲昵称呼,no clear English rendering of the target address term,人工标注认为“娃娃”应体现为“children/ kids”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_086,景苑儿景园嘞离开中校三校都在屋门口小娃儿读书是非常的方便便,小娃儿,children/ kids,It's very convenient to read at the door of the school.,,Omitted,affectionate,亲昵称呼,no clear English rendering of the target address term,人工标注认为“小娃儿”应体现为“children/ kids”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_087,这个是个儿童房哈小娃儿做作业看书这块儿的他都没设计好的都是中央空调色调颜色搭配得非常的温馨,小娃儿,children/ kids,"This is a children's room, where children do their homework and read books.",children,Preserved,affectionate,亲昵称呼,matches human target or accepted synonym,模型译文中出现了“children”，与人工标注“children/ kids”相同或属于可接受近义译法；因此判断为保留了“小娃儿”的主要称谓/语用功能。,
ADDR_088,他都是专业捆成二十八年的十八年你弄上弄了三十年了我信不信嘛几岁就开始弄我们那个时候上来的时候他就在开始弄材料那个豌豆像个小娃儿那你煮煮不到那到时候你煮煮不到到时候我们头中加十个猪脑壳你还慢慢煮嘛慢慢煮嘛,小娃儿,children/ kids,"He's been a professional forty-eight years, and you've been working for thirty years. I can't believe how many years he started working for us. When he came up, he was working on the materials.",man,Other,affectionate,亲昵称呼,wrong or shifted person/address rendering,模型译文中出现了“man”，说明它没有完全省略称谓；但该表达与人工标注“children/ kids”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_089,大家好今天给你们介绍一套小区自带游泳的时候看嘛这里是大人小娃在那里面耍哈游泳哈,小娃,children/ kids,"Hello, today I'm going to introduce you to a set of self-contained swimming pools.",,Omitted,affectionate,亲昵称呼,no clear English rendering of the target address term,人工标注认为“小娃”应体现为“children/ kids”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_090,两口子吃人稀甚欢娃娃在这边站到还要遭你吸了样子,娃娃,child/ kid,"It's rare to eat two mouths, and it's like a doll standing here and getting sued by you.",,Omitted,affectionate,亲昵称呼,no clear English rendering of the target address term,人工标注认为“娃娃”应体现为“child/ kid”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_091,老板儿不仅生意好名气很大就是老板脾气有点怪从来不会喊客人来点菜菜,老板儿,boss,"The boss not only has a great reputation in business, but the boss's temper is a little strange, and he never calls guests to eat.",boss,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“boss”，与人工标注“boss”相同或属于可接受近义译法；因此判断为保留了“老板儿”的主要称谓/语用功能。,
ADDR_092,餐饮老板儿来当评委还给自己餐饮评那么高的分儿所以这是让我非常质疑的一点,老板儿,boss,"It's a little questionable, because the restaurant owner comes and gives himself a very high rating.",owner,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“owner”，与人工标注“boss”相同或属于可接受近义译法；因此判断为保留了“老板儿”的主要称谓/语用功能。,
ADDR_093,嚯哟走进来老板儿家是他们打烟哦敬酒哦老板板儿看起陆十好几了逮到个两个一个一个锅的喊哦,老板儿,boss,"Come into the house of the boss, and they smoke, and drink, and the boss is looking at the boards, and he catches two, one, and one.",boss,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“boss”，与人工标注“boss”相同或属于可接受近义译法；因此判断为保留了“老板儿”的主要称谓/语用功能。,
ADDR_094,大家好我是云阳明月二车的涛老板儿接到一个粉丝的电话喊我们去收一台非常nice的一台车看我带上那两样东西西,老板儿,boss,"Hello, I'm the owner of the two-wheeler, and I got a call from a fan, calling us to pick up a very nice one, and see if I can take the two things with me.",owner,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“owner”，与人工标注“boss”相同或属于可接受近义译法；因此判断为保留了“老板儿”的主要称谓/语用功能。,
ADDR_095,再见我我不签老板儿送孩子这个车你又收了个啥子车今天我捡到一个机头这辆车被行情价少五千块钱牛逼少五千啥车哦哦,老板儿,boss,"See again, I don't sign this car for the kids, you pick up another car today, I picked up a car, and the price of this car was less than 5,000 dollars.",kid,Other,hierarchy,社会身份/等级称谓,wrong or shifted person/address rendering,模型译文中出现了“kid”，说明它没有完全省略称谓；但该表达与人工标注“boss”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_096,失败了只买了一个礼单七十一号主要是你们很辛苦主要是厨师师傅哦不是嗯特别辛苦我们看起好舒服哟天呐怕是各人打吗好的认知房哈稳当啊好的好的正脂肪哈,师傅,cook/ sir/ -,"Failed to buy only one receipt 701, mainly you are very hard mainly cooks, chefs, not especially hard, we look good and comfortable, oh my God, are you afraid of each other?",cook,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“cook”，与人工标注“cook/ sir/ -”相同或属于可接受近义译法；因此判断为保留了“师傅”的主要称谓/语用功能。,
ADDR_097,行者却笑道师傅你侵略做作等我交出起来,师傅,master/ sifu,"Their companions laughed at your aggression, and waited for me to give up.",,Omitted,hierarchy,社会身份/等级称谓,no clear English rendering of the target address term,人工标注认为“师傅”应体现为“master/ sifu”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_098,师傅快傅快撒哈牛肉卷肉卷这个牛肉切的薄,师傅,cook/ sir/ -,It's a very thin beef.,,Omitted,hierarchy,社会身份/等级称谓,no clear English rendering of the target address term,人工标注认为“师傅”应体现为“cook/ sir/ -”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_099,躺一时有妖精拿住师傅你就说老孙是他大徒弟,师傅,master/ sifu,"When a demon lays down a master, you say that his grandfather is a younger brother.",master,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“master”，与人工标注“master/ sifu”相同或属于可接受近义译法；因此判断为保留了“师傅”的主要称谓/语用功能。,
ADDR_100,哦那你家条件还不错师师傅你们重庆的火锅加菜菜吗,师傅,cook/ sir/ -,"Oh, your condition is good, teacher, do you have a cooking dish in Chongqing?",cook,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“cook”，与人工标注“cook/ sir/ -”相同或属于可接受近义译法；因此判断为保留了“师傅”的主要称谓/语用功能。,
ADDR_101,那就是鱼皮啊被炸得来稍稍微重起那个火力要透入鱼皮里面俗话说的叫泥头子被老师傅就把它称为扎进皮,老师傅,cook/ sir/ -,"That is, the skin of the fish is blown up a little bit, and the force of fire is to penetrate the skin.",,Omitted,hierarchy,社会身份/等级称谓,no clear English rendering of the target address term,人工标注认为“老师傅”应体现为“cook/ sir/ -”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_102,才听老师父之言菩萨尚且救父神龙教他画马托尼我老汉却不能少有周忌明日将那男配取来愿送老师傅叩碑欠缺岂为笑纳,老师傅,master/ sifu,"Hearing the words of the teacher's father, the goddess of God, who saved his father, taught him to paint a painting of the Madonna.",teacher,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“teacher”，与人工标注“master/ sifu”相同或属于可接受近义译法；因此判断为保留了“老师傅”的主要称谓/语用功能。,
ADDR_103,生意下滑百分之五十了好多老板就去找厨师的问题了难道真的是厨师跟服务员的问题吗,老板,boss,"Their business has fallen by 50 percent, and many bosses are looking for a cook, isn't it really a cook and a waiter?",boss,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“boss”，与人工标注“boss”相同或属于可接受近义译法；因此判断为保留了“老板”的主要称谓/语用功能。,
ADDR_104,哇那个婆娘长得好乖哟哇老板娘你太了解我了你不就是说的我吗看来我离老老板不远了,老板娘,boss,"Wow, that's a good girl, boss, you know me too well, don't you mean me? I'm not far from the boss.",boss,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“boss”，与人工标注“boss”相同或属于可接受近义译法；因此判断为保留了“老板娘”的主要称谓/语用功能。,
ADDR_105,初期的重庆吃货啊只晓得夏天家呀要吃小龙虾作为重庆的资深吃货我们晓得重庆的夏天我们必须去吃瓜瓜今儿呢带大家去体验一家专门卖瓜瓜的店哈据说老板娘也长得特别漂亮跟我一起打探一手走,老板娘,boss,"Early in Chongqing, we only knew that in the summer, the family would like to eat a small shrimp. As a senior in chongqng, we know that in summer, we must go and eat cucumbers.",,Omitted,hierarchy,社会身份/等级称谓,no clear English rendering of the target address term,人工标注认为“老板娘”应体现为“boss”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_106,但是黄老师说他母亲不会同意也就是你阿姨我求你了我希望你成全,老师,Mr.,"But Huang said his mother wouldn't agree, and that's your aunt. I'm asking for you, and I hope you'll make it.",mother,Other,hierarchy,社会身份/等级称谓,wrong or shifted person/address rendering,模型译文中出现了“mother”，说明它没有完全省略称谓；但该表达与人工标注“Mr.”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_107,你给你领导说要举报我那么我在那个视频我也给杨光的领导说如果司机是一个主播的话哈,司机,driver,"You tell your leader to report to me, and I also told the leader of Yang Guang that if the driver is anchor, what?",driver,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“driver”，与人工标注“driver”相同或属于可接受近义译法；因此判断为保留了“司机”的主要称谓/语用功能。,
ADDR_108,叔叔还在山下帮忙没有回来阿姨继续在草地里守着自家的牛叫我下次再来上班,阿姨,auntie,"Uncle still helps in the mountains, but doesn't come back. Uncle continues to keep his own cattle in the grass, telling me to come back to work next time.",uncle,Other,hierarchy,社会身份/等级称谓,wrong or shifted person/address rendering,模型译文中出现了“uncle”，说明它没有完全省略称谓；但该表达与人工标注“auntie”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_109,哎呀都闹着嘛家里面就是真的那就哎呀真的是都不好意思了他真的走了一分钟都没开了走啊叔叔阿姨你们保保重身体好在家保重身体,阿姨,auntie,"It's really awkward, and I'm really sorry, but he really didn't leave for a minute.",,Omitted,hierarchy,社会身份/等级称谓,no clear English rendering of the target address term,人工标注认为“阿姨”应体现为“auntie”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_110,叔叔你们那个顶要拾得两百多个平方都你和嬢嬢两个人在那里住啊好奢侈哦那没办法我让他们在这儿住搬到公司那边,叔叔,uncle,"Uncle, you have more than two hundred square meters on your roof, and you and your daughter live there. It's luxurious, and I can't let them live here, move to the company.",uncle,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“uncle”，与人工标注“uncle”相同或属于可接受近义译法；因此判断为保留了“叔叔”的主要称谓/语用功能。,
ADDR_111,为了让偏远山区的大妈大爷们吃上嫩滑多汁的豆腐脑今天我又拉了八十斤来到大山里,大爷,elderly /senior,"In order to make the mountains of the farthest part of the country to eat the sweet and juicy tofu, today I brought eighty pounds to the mountain.",,Omitted,hierarchy,社会身份/等级称谓,no clear English rendering of the target address term,人工标注认为“大爷”应体现为“elderly /senior”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_112,现在这些罪犯还是太年轻你以为你不在朝阳都没得事了吗我给你说你记到啊你大爷已经不是从前那个大爷了你大妈永远是你大妈,大爷,old man,"Now these criminals are too young, and you think you are not doing well in the morning? I'll tell you, remember, your grandfather is not the one you used to be, and your grandmother is always your grandma.",grandmother,Other,hierarchy,社会身份/等级称谓,wrong or shifted person/address rendering,模型译文中出现了“grandmother”，说明它没有完全省略称谓；但该表达与人工标注“old man”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_113,哎老师你刚才说的啥子没没了了别的钱钱,老师,teacher,What did you say? No more money.,,Omitted,hierarchy,社会身份/等级称谓,no clear English rendering of the target address term,人工标注认为“老师”应体现为“teacher”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_114,就是不不让让老师我的吧来来那里这有封面,老师,teacher,I didn't let my teacher come and have a cover.,teacher,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“teacher”，与人工标注“teacher”相同或属于可接受近义译法；因此判断为保留了“老师”的主要称谓/语用功能。,
ADDR_115,我也不会帮你恁妈也没有那老师小着喽哎哟,老师,teacher,"I'm not going to help you, neither is the teacher.",teacher,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“teacher”，与人工标注“teacher”相同或属于可接受近义译法；因此判断为保留了“老师”的主要称谓/语用功能。,
ADDR_116,子怡先生老师数学原来还这般青年多更加可敬,老师,teacher,Their teacher of mathematics was more respectable than the younger.,teacher,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“teacher”，与人工标注“teacher”相同或属于可接受近义译法；因此判断为保留了“老师”的主要称谓/语用功能。,
ADDR_117,夏老板哦我搞忘了问你那个女工发了没得,老板,boss,"Boss, I forgot to ask you about the woman.",boss,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“boss”，与人工标注“boss”相同或属于可接受近义译法；因此判断为保留了“老板”的主要称谓/语用功能。,
ADDR_118,嗯对啊你是老板啦哦亲姐亲姐呃吃的啥子啊,老板,boss,"Yes, you are the boss, what do you eat?",boss,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“boss”，与人工标注“boss”相同或属于可接受近义译法；因此判断为保留了“老板”的主要称谓/语用功能。,
ADDR_119,这个好说阿萨斯嘛卤面鸭血你看打这个老板,老板,boss,It's good to say that's what you're talking about.,,Omitted,hierarchy,社会身份/等级称谓,no clear English rendering of the target address term,人工标注认为“老板”应体现为“boss”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_120,老板这儿三桌忙出了三四桌的这个是你带的呀,老板,boss,The boss here has three or four tables.,boss,Preserved,hierarchy,社会身份/等级称谓,matches human target or accepted synonym,模型译文中出现了“boss”，与人工标注“boss”相同或属于可接受近义译法；因此判断为保留了“老板”的主要称谓/语用功能。,
ADDR_121,呃下面话话可能有点多就是他们嘞群狗日的龟儿子最喜欢通过贬低戏弄折磨同性的方式来他妈吸引异性的目光,龟儿子,bastard ,"The following may be a little bit more of a story, which is that their son, the turtle of the day, prefers to attract the stranger's attention by degrading and torturing homosexuals.",turtle,Literalized,insult,冒犯/戏谑称谓,literal/morpheme-based rendering rather than pragmatic meaning,模型把“龟儿子”翻成了“turtle”，更像按词面或构词成分直译；但人工标注期望的是“bastard”这类语用意义，因此判断为字面化翻译。,
ADDR_122,还有这个才打啊天哪超大哈可以过来快接到你这只龟儿子好吃哦,龟儿子,bastard ,"There's a little bit of this, oh my God, can you come and get this little turtle?",turtle,Literalized,insult,冒犯/戏谑称谓,literal/morpheme-based rendering rather than pragmatic meaning,模型把“龟儿子”翻成了“turtle”，更像按词面或构词成分直译；但人工标注期望的是“bastard”这类语用意义，因此判断为字面化翻译。,
ADDR_123,哎呀我晓得我又不是瓜的哎呀我晓得你其实暗示我你喜欢我我心头明白其实人非圣贤哎呀我又不是瓜娃子哎呀我心头还是有数其实我也是有感情的我还是觉得你这个女娃子好手就要挨拢了,瓜娃子,bastard /moron/dumb,"Oh, I know that I'm not a cuckoo, but I know you're actually suggesting that you like me, and my heart understands that it's not a saint, but that I don't like cuckoos.",cuckoo,Literalized,insult,冒犯/戏谑称谓,literal/morpheme-based rendering rather than pragmatic meaning,模型把“瓜娃子”翻成了“cuckoo”，更像按词面或构词成分直译；但人工标注期望的是“bastard /moron/dumb”这类语用意义，因此判断为字面化翻译。,
ADDR_124,等他来今天让我收拾这个狗日的你们就当我没有回来哎,狗日的,bastard ,"Wait for him to pick up this dog day, and when I don't come back.",dog day,Literalized,insult,冒犯/戏谑称谓,literal/morpheme-based rendering rather than pragmatic meaning,模型把“狗日的”翻成了“dog day”，更像按词面或构词成分直译；但人工标注期望的是“bastard”这类语用意义，因此判断为字面化翻译。,
ADDR_125,狗日的你们晓得现在那些老师的主业是啥子不打杂打卡应付检查,狗日的,bastard ,Do you know what is the main occupation of teachers nowadays?,teacher,Other,insult,冒犯/戏谑称谓,wrong or shifted person/address rendering,模型译文中出现了“teacher”，说明它没有完全省略称谓；但该表达与人工标注“bastard”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_126,这帮龟儿子又是些造反成性的太不好搞了我们是郊外倒是有两座山可那都是收门票的风景区,龟儿子,bastard ,"This group of turtles is a bit counterproductive, too bad. We are on the outskirts, but there are two mountains, and these are the scenic areas where tickets are collected.",turtle,Literalized,insult,冒犯/戏谑称谓,literal/morpheme-based rendering rather than pragmatic meaning,模型把“龟儿子”翻成了“turtle”，更像按词面或构词成分直译；但人工标注期望的是“bastard”这类语用意义，因此判断为字面化翻译。,
ADDR_127,狗日的法神子让老子来你骂你骂你骂停,狗日的,bastard ,"The God of dogs, let the old man come and curse you, and you will not curse.",god of dogs,Literalized,insult,冒犯/戏谑称谓,literal/morpheme-based rendering rather than pragmatic meaning,模型把“狗日的”翻成了“god of dogs”，更像按词面或构词成分直译；但人工标注期望的是“bastard”这类语用意义，因此判断为字面化翻译。,
ADDR_128,真的很心痛那个贼娃子了刚出新手村就遭遇了三个大魔王你跑也跑不赢是打也打不赢唉这个应该是这个小偷职业生涯当中最黑暗的一天吧这是做了啥子孽了难受想哭,贼娃子,sneaky/ thief,"It's really painful that thief's daughter has just come out of the new village, and has encountered three great wizards. You run and run, and you don't win.",thief,Preserved,insult,冒犯/戏谑称谓,matches human target or accepted synonym,模型译文中出现了“thief”，与人工标注“sneaky/ thief”相同或属于可接受近义译法；因此判断为保留了“贼娃子”的主要称谓/语用功能。,
ADDR_129,再见拜拜哈谢谢大家支持莫拍了龟儿来接了,龟儿,bastard ,"Goodbye, thank you for supporting me.",,Omitted,insult,冒犯/戏谑称谓,no clear English rendering of the target address term,人工标注认为“龟儿”应体现为“bastard”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_130,好吓你一长串骂自己老公都这样骂的你龟儿使人带霉,龟儿,bastard ,"It scares you a long line of curses against your husband, and your turtle makes people feel bad.",turtle,Literalized,insult,冒犯/戏谑称谓,literal/morpheme-based rendering rather than pragmatic meaning,模型把“龟儿”翻成了“turtle”，更像按词面或构词成分直译；但人工标注期望的是“bastard”这类语用意义，因此判断为字面化翻译。,
ADDR_131,老子就鬼冒火一天偷来偷老子鸡蛋再带带它老子砍死他个龟儿,龟儿,bastard ,"One day, theft of the old man's eggs, and he brought it with him.",old man's eggs,Literalized,insult,冒犯/戏谑称谓,literal/morpheme-based rendering rather than pragmatic meaning,模型把“龟儿”翻成了“old man's eggs”，更像按词面或构词成分直译；但人工标注期望的是“bastard”这类语用意义，因此判断为字面化翻译。,
ADDR_132,那小孩儿吧都想挨他玩然后他不想挨他玩你看他龟儿气他龟儿气大,龟儿,bastard ,"The kid wanted to play with him, and then he didn't want to play.",kid,Other,insult,冒犯/戏谑称谓,wrong or shifted person/address rendering,模型译文中出现了“kid”，说明它没有完全省略称谓；但该表达与人工标注“bastard”不一致，属于称谓类别、人物关系、性别/身份或情感色彩发生偏移。,
ADDR_133,鬼血龟儿看那个脸墙就像那种龟儿饿血吃多了那种一样的一天还能吃双血痛来试下,龟儿,bastard ,"It's like a turtle who's hungry and has eaten a lot of blood, and on the same day he can eat double blood and try it.",turtle,Literalized,insult,冒犯/戏谑称谓,literal/morpheme-based rendering rather than pragmatic meaning,模型把“龟儿”翻成了“turtle”，更像按词面或构词成分直译；但人工标注期望的是“bastard”这类语用意义，因此判断为字面化翻译。,
ADDR_134,把你让开你在那耍傻子你耍这点意思哇你在那,傻子,moron/dumb,"Let you go and play fools, and you'll be there.",fool,Preserved,insult,冒犯/戏谑称谓,matches human target or accepted synonym,模型译文中出现了“fool”，与人工标注“moron/dumb”相同或属于可接受近义译法；因此判断为保留了“傻子”的主要称谓/语用功能。,
ADDR_135,其他的都莫去想当一个快乐的傻妈妈就好了我终于明白别人为什么说一孕傻三年了因为睡不好瞌睡一整天就是傻子,傻子,dumb,"Others don't want to be a happy silly mother, and I finally understand why people say that it's been silly for three years, because sleep is not good, and sleep is silly all day long.",silly,Preserved,insult,冒犯/戏谑称谓,matches human target or accepted synonym,模型译文中出现了“silly”，与人工标注“dumb”相同或属于可接受近义译法；因此判断为保留了“傻子”的主要称谓/语用功能。,
ADDR_136,疯子管你管你的好有好多通风在再有一下那个,疯子,nuts ,"You're going to have a lot of ventilation, and you'll have a little more.",,Omitted,insult,冒犯/戏谑称谓,no clear English rendering of the target address term,人工标注认为“疯子”应体现为“nuts”，但模型译文中没有明显对应的人称称谓或近义表达；因此判断为称谓被省略。,
ADDR_137,你看嘛还是我家孙儿说的对你一天不是样子就是疯子的哎呀,疯子,nuts ,"You see, my grandfather's saying to you is not like a crazy man.",crazy,Preserved,insult,冒犯/戏谑称谓,matches human target or accepted synonym,模型译文中出现了“crazy”，与人工标注“nuts”相同或属于可接受近义译法；因此判断为保留了“疯子”的主要称谓/语用功能。,
ADDR_138,你看他不是疯子是装疯的你看这就是结果我跟你说了以他接受的治疗是没得能力逃跑的,疯子,nuts ,"You see, he's not a crazy man, you see, that's the result. I told you that the treatment he received was not able to escape.",crazy,Preserved,insult,冒犯/戏谑称谓,matches human target or accepted synonym,模型译文中出现了“crazy”，与人工标注“nuts”相同或属于可接受近义译法；因此判断为保留了“疯子”的主要称谓/语用功能。,
