sample_id,target_category,target_terms,input_file,source_file,utt_or_id,filename,text,matched_terms_original,text_length,analysis_note,model_1_output,model_2_output,model_3_output,translation_issue
SCPR_096,hierarchy,客人 老板,train_9800,wsc_train_audio_text.tsv.gz,01600030670_n7agI_1_5800,01600030670_n7agI_1_5800.wav,老板儿不仅生意好名气很大就是老板脾气有点怪从来不会喊客人来点菜菜,老板 客人,32,,,,,
SCPR_097,hierarchy,老板娘 老板,train_9800,wsc_train_audio_text.tsv.gz,cq0054632_28150_36330,cq0054632_28150_36330.wav,哇那个婆娘长得好乖哟哇老板娘你太了解我了你不就是说的我吗看来我离老老板不远了,老板娘 老板 那个 婆娘 你 我,38,,,,,
SCPR_098,hierarchy,主播 老板,train_9800,wsc_train_audio_text.tsv.gz,013165507730_HVSju_259_8740,013165507730_HVSju_259_8740.wav,下一个老表招商一把气儿怎么样招商一把旗儿可以搞好老表主播非常推荐那个老板我们也在搞团购,老板 那个 主播 我们,43,,,,,
SCPR_099,hierarchy,师傅 老师,train_9800,wsc_train_audio_text.tsv.gz,cq0039702_88780_105410,cq0039702_88780_105410.wav,那就是鱼皮啊被炸得来稍稍微重起那个火力要透入鱼皮里面俗话说的叫泥头子被老师傅就把它称为扎进皮,那个 老师 它,46,,,,,
SCPR_100,hierarchy,客人 老板,train_9800,wsc_train_audio_text.tsv.gz,cq00004748_300_9840,cq00004748_300_9840.wav,我是生活妹提交了火锅的老板为了好好经营我的店儿嗯每次客人走后我都会进行反思改良咦那这啷个没动人都走了啊啊,老板 客人 我 妹,52,,,,,
SCPR_101,hierarchy,厨师 师傅,train_9800,wsc_train_audio_text.tsv.gz,cq00001498_51780_67820,cq00001498_51780_67820.wav,失败了只买了一个礼单七十一号主要是你们很辛苦主要是厨师师傅哦不是嗯特别辛苦我们看起好舒服哟天呐怕是各人打吗好的认知房哈稳当啊好的好的正脂肪哈,厨师 各人 我们 师傅 你们,70,,,,,
SCPR_102,hierarchy,老板娘 老板,train_9800,wsc_train_audio_text.tsv.gz,cq00018810_1840_16220,cq00018810_1840_16220.wav,初期的重庆吃货啊只晓得夏天家呀要吃小龙虾作为重庆的资深吃货我们晓得重庆的夏天我们必须去吃瓜瓜今儿呢带大家去体验一家专门卖瓜瓜的店哈据说老板娘也长得特别漂亮跟我一起打探一手走,老板娘 大家 我们 我,86,,,,,
SCPR_103,hierarchy,叔叔 嬢嬢 叔,train_9800,wsc_train_audio_text.tsv.gz,0131654955_SWFVy_11_7000,0131654955_SWFVy_11_7000.wav,这个叔叔诶嬢嬢昨天背那么大一杯她背起走哪里做起了哟我还是哪哈儿去做起啊有可能这个王老去嘛做家嘛,这个 嬢嬢 哈儿 叔叔 我 她,47,,,,,
SCPR_104,hierarchy,叔叔 嬢嬢 叔,train_9800,wsc_train_audio_text.tsv.gz,cq0104871_100_11030,cq0104871_100_11030.wav,叔叔你们那个顶要拾得两百多个平方都你和嬢嬢两个人在那里住啊好奢侈哦那没办法我让他们在这儿住搬到公司那边,他们 嬢嬢 那个 个人 叔叔 你们 你 我,51,,,,,
SCPR_105,hierarchy,服务员 叔叔 叔,train_9800,wsc_train_audio_text.tsv.gz,cq00014445_251090_259390,cq00014445_251090_259390.wav,可能倒多了不好意思没有没有关系哦没事没事没事没事没事刚刚服务员上错上菜上错了上到那个外国叔叔那边去了去了,服务员 那个 叔叔,52,,,,,
SCPR_106,hierarchy,师傅,train_9800,wsc_train_audio_text.tsv.gz,013165440057_PJxuN_62_7840,013165440057_PJxuN_62_7840.wav,八块八块呀好慢着哈师傅没得了没得了哎,师傅,18,,,,,
SCPR_107,hierarchy,老板,train_9800,wsc_train_audio_text.tsv.gz,013165520998_VkSU5_17_6560,013165520998_VkSU5_17_6560.wav,都是我的妹子格林是啥人啊导致我个老板,啥人 妹子 老板 我,18,,,,,
SCPR_108,hierarchy,老板,train_9800,wsc_train_audio_text.tsv.gz,01600023653_XvU6f_31_6760,01600023653_XvU6f_31_6760.wav,夏老板哦我搞忘了问你那个女工发了没得,老板 那个 你 我,18,,,,,
SCPR_109,hierarchy,师傅,train_9800,wsc_train_audio_text.tsv.gz,sc0030296_1565320_1570950,sc0030296_1565320_1570950.wav,行者却笑道师傅你侵略做作等我交出起来,师傅 你 我,18,,,,,
SCPR_110,hierarchy,老板,train_9800,wsc_train_audio_text.tsv.gz,013165443546_kqsOe_17_6680,013165443546_kqsOe_17_6680.wav,这个好说阿萨斯嘛卤面鸭血你看打这个老板,老板 这个 你,19,,,,,
SCPR_111,hierarchy,师傅,train_9800,wsc_train_audio_text.tsv.gz,01316547635_BqKXa_23_6540,01316547635_BqKXa_23_6540.wav,师傅快傅快撒哈牛肉卷肉卷这个牛肉切的薄,这个 师傅,19,,,,,
SCPR_112,hierarchy,老板,train_9800,wsc_train_audio_text.tsv.gz,013165518802_IjMiD_16_5600,013165518802_IjMiD_16_5600.wav,嗯对啊你是老板啦哦亲姐亲姐呃吃的啥子啊,老板 你 姐,19,,,,,
SCPR_113,hierarchy,老头儿 老头,train_9800,wsc_train_audio_text.tsv.gz,016000088173_KmvJd_162_5600,016000088173_KmvJd_162_5600.wav,这一个还找不到耍的嗯老头儿那要靠着你,老头儿 你,18,,,,,
SCPR_114,hierarchy,老婆婆 婆婆,train_9800,wsc_train_audio_text.tsv.gz,01600026920_GSNQz_8_5720,01600026920_GSNQz_8_5720.wav,我就不买了我就起身走了那个老婆婆她就说,老婆婆 那个 她 我,19,,,,,
SCPR_115,hierarchy,老婆婆 婆婆,train_9800,wsc_train_audio_text.tsv.gz,01600023390_rHbCS_8_5900,01600023390_rHbCS_8_5900.wav,早晚要穿袄子啊我们老婆婆家不接受不叫自己,老婆婆 自己 我们,20,,,,,
SCPR_116,hierarchy,叔叔 叔,train_9800,wsc_train_audio_text.tsv.gz,013165482031_ReWru_19_6060,013165482031_ReWru_19_6060.wav,要得好谢谢叔叔关注谢谢叔叔关注你的也是八块钱,叔叔 你,22,,,,,
SCPR_117,hierarchy,叔叔 叔,train_9800,wsc_train_audio_text.tsv.gz,016000183523_53L1f_142_6640,016000183523_53L1f_142_6640.wav,我喊连叔叔了也不强噻哪个说强的很来吧那会儿走,叔叔 哪个 我,22,,,,,
SCPR_118,hierarchy,叔叔 叔,test_200,wsc_train_audio_text.tsv.gz,sc0029452_1451380_1457720,sc0029452_1451380_1457720.wav,贾兰便问叔叔看见爷爷后头写的叫咱们好生念书了,爷爷 叔叔 咱们,22,,,,,
SCPR_119,hierarchy,阿姨 叔,train_9800,wsc_train_audio_text.tsv.gz,013165512164_TDKuR_21_8920,013165512164_TDKuR_21_8920.wav,叔阿姨那个晚年哈新春快乐身体健康十全十美了福子,那个 阿姨 叔,23,,,,,
SCPR_120,hierarchy,大爷 叔,test_200,wsc_train_audio_text.tsv.gz,013165499918_7jO3w_0_6340,013165499918_7jO3w_0_6340.wav,大家好我是大爷们儿我和小远哥今天要去新桥去我表叔家耍,大家 大爷 哥 叔 我,26,,,,,
SCPR_121,insult,龟儿子 龟儿,train_9800,wsc_train_audio_text.tsv.gz,01316551302_g1Q9H_24_7220,01316551302_g1Q9H_24_7220.wav,还有这个才打啊天哪超大哈可以过来快接到你这只龟儿子好吃哦,龟儿子 这个 你,28,,,,,
SCPR_122,insult,龟儿子 龟儿,train_9800,wsc_train_audio_text.tsv.gz,sc0007877_244050_254720,sc0007877_244050_254720.wav,这帮龟儿子又是些造反成性的太不好搞了我们是郊外倒是有两座山可那都是收门票的风景区,龟儿子 我们,40,,,,,
SCPR_123,insult,龟儿子 龟儿,train_9800,wsc_train_audio_text.tsv.gz,013165499388_ZgQRe_13_9900,013165499388_ZgQRe_13_9900.wav,呃下面话话可能有点多就是他们嘞群狗日的龟儿子最喜欢通过贬低戏弄折磨同性的方式来他妈吸引异性的目光,龟儿子 他们 他 妈,48,,,,,
SCPR_124,insult,瓜娃子 瓜娃,train_9800,wsc_train_audio_text.tsv.gz,sc0000445_1146360_1163030,sc0000445_1146360_1163030.wav,哎呀我晓得我又不是瓜的哎呀我晓得你其实暗示我你喜欢我我心头明白其实人非圣贤哎呀我又不是瓜娃子哎呀我心头还是有数其实我也是有感情的我还是觉得你这个女娃子好手就要挨拢了,女娃子 瓜娃子 这个 你 我,82,,,,,
SCPR_125,insult,哈儿,train_9800,wsc_train_audio_text.tsv.gz,013165482768_6wo9M_21_6340,013165482768_6wo9M_21_6340.wav,要想味道好啤酒少不了哈来一瓶闷哈哈儿,哈儿,18,,,,,
SCPR_126,insult,哈儿,train_9800,wsc_train_audio_text.tsv.gz,013165531303_8RNcS_78_5860,013165531303_8RNcS_78_5860.wav,陪你耍哈儿嘛陪你耍哈噻干啥子哦想看哈,哈儿 你,18,,,,,
SCPR_127,insult,龟儿,train_9800,wsc_train_audio_text.tsv.gz,013165453443_cokt3_71_5660,013165453443_cokt3_71_5660.wav,再见拜拜哈谢谢大家支持莫拍了龟儿来接了,龟儿 大家,19,,,,,
SCPR_128,insult,哈儿,train_9800,wsc_train_audio_text.tsv.gz,013165454271_ptczy_53_6260,013165454271_ptczy_53_6260.wav,等我一哈儿说一百多你那会花得到一百多啊,哈儿 你 我,19,,,,,
SCPR_129,insult,神经病,train_9800,wsc_train_audio_text.tsv.gz,016000149150_tQzSU_81_6720,016000149150_tQzSU_81_6720.wav,老子神经病我是金色的哦两个一口头真的是,老子 我,19,,,,,
SCPR_130,insult,哈儿,train_9800,wsc_train_audio_text.tsv.gz,cq0033936_103090_106510,cq0033936_103090_106510.wav,哈儿武馆的打电话来问吔屋头又在弄大菜嗦,哈儿,19,,,,,
SCPR_131,insult,龟儿,train_9800,wsc_train_audio_text.tsv.gz,cq0056936_94280_98620,cq0056936_94280_98620.wav,幺六年的可乐车龟儿当面包车都不如两米多,龟儿,19,,,,,
SCPR_132,insult,傻子,train_9800,wsc_train_audio_text.tsv.gz,013165461962_1m9et_9_8620,013165461962_1m9et_9_8620.wav,把你让开你在那耍傻子你耍这点意思哇你在那,你,20,,,,,
SCPR_133,insult,疯子,train_9800,wsc_train_audio_text.tsv.gz,013165527343_P0Hsj_83_5900,013165527343_P0Hsj_83_5900.wav,疯子管你管你的好有好多通风在再有一下那个,那个 你,20,,,,,
SCPR_134,insult,哈儿,train_9800,wsc_train_audio_text.tsv.gz,01316551001_EZA4h_15_7860,01316551001_EZA4h_15_7860.wav,迷你微笑快摇尾巴看摇尾巴摇尾巴再摇哈儿尾巴呀,哈儿 你,22,,,,,
SCPR_135,insult,龟儿,train_9800,wsc_train_audio_text.tsv.gz,013165465413_qZNCy_18_8140,013165465413_qZNCy_18_8140.wav,好吓你一长串骂自己老公都这样骂的你龟儿使人带霉,自己 老公 龟儿 你,23,,,,,
SCPR_136,insult,傻子,train_9800,wsc_train_audio_text.tsv.gz,cq0044433_316560_321420,cq0044433_316560_321420.wav,晓得是啥子东西到真爱啊那个怪奇怪怪像个傻子一样,那个,23,,,,,
SCPR_137,insult,神经病,train_9800,wsc_train_audio_text.tsv.gz,sc0041116_76890_81930,sc0041116_76890_81930.wav,啥变手不分茶神经病兄弟你也是吃点白喝的哦火的哦,兄弟 你,23,,,,,
SCPR_138,insult,神经病,train_9800,wsc_train_audio_text.tsv.gz,01316549190_vQiKk_22_6120,01316549190_vQiKk_22_6120.wav,你说你愿意为我去死得嘛那你把扇子一丢哎你像有神经病嗦,你 我,26,,,,,
SCPR_139,insult,疯子,train_9800,wsc_train_audio_text.tsv.gz,016000285031_nLNJQ_36_5660,016000285031_nLNJQ_36_5660.wav,你看嘛还是我家孙儿说的对你一天不是样子就是疯子的哎呀,你 我,26,,,,,
SCPR_140,insult,龟儿,train_9800,wsc_train_audio_text.tsv.gz,013165469293_P7m9n_27_6280,013165469293_P7m9n_27_6280.wav,龟儿一样那个小时候就是讲猪儿鱼还是毛红光满面的真有那个,龟儿 那个,27,,,,,
SCPR_141,insult,龟儿,train_9800,wsc_train_audio_text.tsv.gz,01316551984_tabdB_18_8500,01316551984_tabdB_18_8500.wav,老子就鬼冒火一天偷来偷老子鸡蛋再带带它老子砍死他个龟儿,老子 龟儿 它 他,27,,,,,
SCPR_142,insult,神经病,train_9800,wsc_train_audio_text.tsv.gz,01316553489_7shvk_154_5540,01316553489_7shvk_154_5540.wav,神经病就拽死经比你拽世东去比你好高天比你你还是个大学生,学生 你,27,,,,,
SCPR_143,insult,坏人,train_9800,wsc_train_audio_text.tsv.gz,01316544686_3MZLc_188_7940,01316544686_3MZLc_188_7940.wav,哪怕他的退休工资低他不愿意再在儿女身上拿钱所以这些坏人这些骗子的趁机机会,他,36,,,,,
SCPR_144,insult,疯子,train_9800,wsc_train_audio_text.tsv.gz,013165450652_mS584_71_6880,013165450652_mS584_71_6880.wav,你看他不是疯子是装疯的你看这就是结果我跟你说了以他接受的治疗是没得能力逃跑的,我 你 他,38,,,,,
SCPR_145,insult,坏人,train_9800,wsc_train_audio_text.tsv.gz,sc0007278_210400_221720,sc0007278_210400_221720.wav,王阳明将自良之满街都是圣人一边而为东林党无党尽是好人为有力抗满清的熊廷弼是坏人是应当拿来杀你,你,46,,,,,
SCPR_146,insult,傻子,train_9800,wsc_train_audio_text.tsv.gz,013165488258_zq6UE_22_9140,013165488258_zq6UE_22_9140.wav,其他的都莫去想当一个快乐的傻妈妈就好了我终于明白别人为什么说一孕傻三年了因为睡不好瞌睡一整天就是傻子,别人 妈妈 我 他,50,,,,,
SCPR_147,insult,疯子,train_9800,wsc_train_audio_text.tsv.gz,013165527050_CgBIt_11_10420,013165527050_CgBIt_11_10420.wav,喂不好意思我刚才我那个电话有电把我耳朵唉我也不晓得我在说啥子你你说他怎么是个疯子吗你快问他你们昨天在干啥子快点儿问,那个 你们 你 我 他,57,,,,,
SCPR_148,insult,贼娃子,train_9800,wsc_train_audio_text.tsv.gz,sc0032283_485640_503060,sc0032283_485640_503060.wav,真的很心痛那个贼娃子了刚出新手村就遭遇了三个大魔王你跑也跑不赢是打也打不赢唉这个应该是这个小偷职业生涯当中最黑暗的一天吧这是做了啥子孽了难受想哭,贼娃子 那个 这个 你,72,,,,,
SCPR_149,insult,龟儿子 龟儿,train_9800,wsc_train_audio_text.tsv.gz,sc0031664_353520_383520,sc0031664_353520_383520.wav,你不知不知不是不知道我们家那个情况晓得吧那个车啊三年时间这次还跑了一万公里开都没时间开三阳你晓得那个带娃儿又要要钱哪有时间开嘛哎多多少少少现在你想买起那个空心菜七角钱一斤买的做三角钱一斤你脑壳有包啊你七角买的你做三角钱一斤嘛跟那个旁边那个龟儿子打价格战的嘛他们卖五角我卖三角噻我气我咽不下那口气的嘛,龟儿子 他们 娃儿 那个 我们 你 我,149,,,,,
SCPR_150,insult,狗东西,train_9800,wsc_train_audio_text.tsv.gz,013165520974_kGrFW_5_6360,013165520974_kGrFW_5_6360.wav,啊摔不死你这个狗东西,这个 你,10,,,,,
