ID,四川话原句,en_gold_human,称谓,命中称谓,称谓类型,称谓类型中文,nllb_bs
ADDR_106,但是黄老师说他母亲不会同意也就是你阿姨我求你了我希望你成全,Mr.,老师,老师 阿姨,hierarchy,社会身份/等级称谓,"But the yellow teacher said that his mother would not agree, that is, that you are aunt I beg you, and I hope you are perfect."
ADDR_107,你给你领导说要举报我那么我在那个视频我也给杨光的领导说如果司机是一个主播的话哈,driver,司机,司机 主播,hierarchy,社会身份/等级称谓,"You tell your leader to report me, and I tell the leader in that video if the driver is a presenter."
ADDR_108,叔叔还在山下帮忙没有回来阿姨继续在草地里守着自家的牛叫我下次再来上班,auntie,阿姨,阿姨 叔叔,hierarchy,社会身份/等级称谓,My uncle also helped me down the hill and didn't come back. My aunt continued to tend her cows in the meadow and told me to come back to work next time.
ADDR_109,哎呀都闹着嘛家里面就是真的那就哎呀真的是都不好意思了他真的走了一分钟都没开了走啊叔叔阿姨你们保保重身体好在家保重身体,auntie,阿姨,阿姨 叔叔,hierarchy,社会身份/等级称谓,It's really unfortunate that he actually walked for a minute and didn't run away.
ADDR_110,叔叔你们那个顶要拾得两百多个平方都你和嬢嬢两个人在那里住啊好奢侈哦那没办法我让他们在这儿住搬到公司那边,uncle,叔叔,叔叔 嬢嬢,hierarchy,社会身份/等级称谓,"Uncle, you're going to pick up over two hundred square feet of that roof, and you and your two daughters are going to live there. Oh, that's so luxurious."
ADDR_111,为了让偏远山区的大妈大爷们吃上嫩滑多汁的豆腐脑今天我又拉了八十斤来到大山里,elderly /senior,大爷,大爷 大妈,hierarchy,社会身份/等级称谓,"In order to get the big boys of the remote mountainous region to eat the soft, juicy tofu brains, today I pulled another eighty kilos to the big mountain."
ADDR_112,现在这些罪犯还是太年轻你以为你不在朝阳都没得事了吗我给你说你记到啊你大爷已经不是从前那个大爷了你大妈永远是你大妈,old man,大爷,大爷 大妈,hierarchy,社会身份/等级称谓,"Now that these criminals are too young, do you think you're okay with not being at dawn?"
ADDR_113,哎老师你刚才说的啥子没没了了别的钱钱,teacher,老师,老师,hierarchy,社会身份/等级称谓,"""Teacher, the guy you just mentioned didn't waste any more money."
ADDR_114,就是不不让让老师我的吧来来那里这有封面,teacher,老师,老师,hierarchy,社会身份/等级称谓,It's not to let my teacher come to my place where there's a cover.
ADDR_115,我也不会帮你恁妈也没有那老师小着喽哎哟,teacher,老师,老师,hierarchy,社会身份/等级称谓,"I'm not going to help you, and I'm not going to help you without that teacher."
ADDR_116,子怡先生老师数学原来还这般青年多更加可敬,teacher,老师,老师,hierarchy,社会身份/等级称谓,"The teacher of mathematics, Mr. Nyong'o, used to be much more respected by young people like this."
ADDR_117,夏老板哦我搞忘了问你那个女工发了没得,boss,老板,老板,hierarchy,社会身份/等级称谓,"Boss, I forgot to ask you about your maid of honor."
ADDR_118,嗯对啊你是老板啦哦亲姐亲姐呃吃的啥子啊,boss,老板,老板,hierarchy,社会身份/等级称谓,"Yes, you're the boss, you're the one who ate your sisters and sisters."
ADDR_119,这个好说阿萨斯嘛卤面鸭血你看打这个老板,boss,老板,老板,hierarchy,社会身份/等级称谓,This good-natured Assassin's Creed looks like you're hitting this boss.
ADDR_120,老板这儿三桌忙出了三四桌的这个是你带的呀,boss,老板,老板,hierarchy,社会身份/等级称谓,"The boss here has three tables in a hurry, three or four tables out, this is the one you brought with you."
ADDR_121,呃下面话话可能有点多就是他们嘞群狗日的龟儿子最喜欢通过贬低戏弄折磨同性的方式来他妈吸引异性的目光,bastard ,龟儿子,龟儿子 狗日的 龟儿,insult,冒犯/戏谑称谓,The following talk is probably a little bit more about how their dog day son likes to attract the attention of the opposite sex by taunting and torturing homosexuals.
ADDR_122,还有这个才打啊天哪超大哈可以过来快接到你这只龟儿子好吃哦,bastard ,龟儿子,龟儿子 龟儿,insult,冒犯/戏谑称谓,There's also this one who can come and pick up your son and get a bite to eat.
ADDR_123,哎呀我晓得我又不是瓜的哎呀我晓得你其实暗示我你喜欢我我心头明白其实人非圣贤哎呀我又不是瓜娃子哎呀我心头还是有数其实我也是有感情的我还是觉得你这个女娃子好手就要挨拢了,bastard /moron/dumb,瓜娃子,瓜娃子 瓜娃,insult,冒犯/戏谑称谓,I know you're implying that you like me. I know you're implying that you like me. I know that you don't like me. I know that you don't like me.
ADDR_124,等他来今天让我收拾这个狗日的你们就当我没有回来哎,bastard ,狗日的,狗日的,insult,冒犯/戏谑称谓,Let him come today and let me pick up this dog day for you when I'm not back.
ADDR_125,狗日的你们晓得现在那些老师的主业是啥子不打杂打卡应付检查,bastard ,狗日的,狗日的,insult,冒犯/戏谑称谓,"As you know from Dog Day, today's teachers' main occupation is not to make noise, but to handle checks."
ADDR_126,这帮龟儿子又是些造反成性的太不好搞了我们是郊外倒是有两座山可那都是收门票的风景区,bastard ,龟儿子,龟儿子 龟儿,insult,冒犯/戏谑称谓,"This son is also a counter-adult, so we're in the suburbs, but there are two mountain cottages that are all closed to the public."
ADDR_127,狗日的法神子让老子来你骂你骂你骂停,bastard ,狗日的,狗日的,insult,冒犯/戏谑称谓,"The god of Dog Day let the old man come and scold you, scold you, and stop scolding you."
ADDR_128,真的很心痛那个贼娃子了刚出新手村就遭遇了三个大魔王你跑也跑不赢是打也打不赢唉这个应该是这个小偷职业生涯当中最黑暗的一天吧这是做了啥子孽了难受想哭,sneaky/ thief,贼娃子,贼娃子,insult,冒犯/戏谑称谓,It really hurts that little doll that just came out of the new village and encountered three great demon kings you ran or didn't win or beat or didn't win this should have been the darkest day of this thief's career this has been a terrible day to cry.
ADDR_129,再见拜拜哈谢谢大家支持莫拍了龟儿来接了,bastard ,龟儿,龟儿,insult,冒犯/戏谑称谓,Thank you very much for your support and for coming to see me.
ADDR_130,好吓你一长串骂自己老公都这样骂的你龟儿使人带霉,bastard ,龟儿,龟儿,insult,冒犯/戏谑称谓,"I want to scare you off with a long line of insults to your husband, and your son, who is doing the same thing to your husband, is driving people crazy."
ADDR_131,老子就鬼冒火一天偷来偷老子鸡蛋再带带它老子砍死他个龟儿,bastard ,龟儿,龟儿,insult,冒犯/戏谑称谓,The old man started the fire one day and stole the old man's egg and then took it with him and killed the old man's baby.
ADDR_132,那小孩儿吧都想挨他玩然后他不想挨他玩你看他龟儿气他龟儿气大,bastard ,龟儿,龟儿,insult,冒犯/戏谑称谓,That kid wants to play with him and then he doesn't want to play with you watching his kid grow up.
ADDR_133,鬼血龟儿看那个脸墙就像那种龟儿饿血吃多了那种一样的一天还能吃双血痛来试下,bastard ,龟儿,龟儿,insult,冒犯/戏谑称谓,Ghosts look at that facial wall like a child who is hungry for blood and eats too much blood and can still eat double-blooded pains one day to try.
ADDR_134,把你让开你在那耍傻子你耍这点意思哇你在那,moron/dumb,傻子,傻子,insult,冒犯/戏谑称谓,To let you open yourself up in that space means you're in that space.
ADDR_135,其他的都莫去想当一个快乐的傻妈妈就好了我终于明白别人为什么说一孕傻三年了因为睡不好瞌睡一整天就是傻子,dumb,傻子,傻子,insult,冒犯/戏谑称谓,It's okay for the rest of the world to think of myself as a happy mom. I finally understand why people say that one pregnancy lasts three years because you don't sleep well.
ADDR_136,疯子管你管你的好有好多通风在再有一下那个,nuts ,疯子,疯子,insult,冒犯/戏谑称谓,You've got a lot of ventilation and you've got another one.
ADDR_137,你看嘛还是我家孙儿说的对你一天不是样子就是疯子的哎呀,nuts ,疯子,疯子,insult,冒犯/戏谑称谓,"You see, what my granddaughter said about you one day isn't what it looks like is crazy."
ADDR_138,你看他不是疯子是装疯的你看这就是结果我跟你说了以他接受的治疗是没得能力逃跑的,nuts ,疯子,疯子,insult,冒犯/戏谑称谓,"You see he's not crazy, you see he's crazy, you see this is the result of what I told you was that the treatment he received was incapable of escaping."
ADDR_139,喂不好意思我刚才我那个电话有电把我耳朵唉我也不晓得我在说啥子你你说他怎么是个疯子吗你快问他你们昨天在干啥子快点儿问,nuts ,疯子,疯子,insult,冒犯/戏谑称谓,"I'm sorry, I just got my phone plugged into my ear, and I don't even know what I'm talking about."
ADDR_140,啥变手不分茶神经病兄弟你也是吃点白喝的哦火的哦,nuts ,神经病,神经病,insult,冒犯/戏谑称谓, Change hands don't share tea  Neurological brother you're also a little-eaten-white drinker of fire 
ADDR_141,你说你愿意为我去死得嘛那你把扇子一丢哎你像有神经病嗦,nuts ,神经病,神经病,insult,冒犯/戏谑称谓,"You said you were willing to die for me, then you threw your fan away like a neurologist."
ADDR_142,神经病就拽死经比你拽世东去比你好高天比你你还是个大学生,nuts ,神经病,神经病,insult,冒犯/戏谑称谓,"Neurological disorders are more likely to kill you than anyone else in the world, even if you're still a college student."
ADDR_143,王阳明将自良之满街都是圣人一边而为东林党无党尽是好人为有力抗满清的熊廷弼是坏人是应当拿来杀你,bad men,坏人,坏人,insult,冒犯/戏谑称谓,Wang Yang Ming will make the streets full of self-righteousness on the side of the saints and non-partisan for the Dongling Party as good people as possible for strongly resisting the Qing.
ADDR_144,你不知不知不是不知道我们家那个情况晓得吧那个车啊三年时间这次还跑了一万公里开都没时间开三阳你晓得那个带娃儿又要要钱哪有时间开嘛哎多多少少少现在你想买起那个空心菜七角钱一斤买的做三角钱一斤你脑壳有包啊你七角买的你做三角钱一斤嘛跟那个旁边那个龟儿子打价格战的嘛他们卖五角我卖三角噻我气我咽不下那口气的嘛,bastard ,龟儿子,龟儿子 龟儿,insult,冒犯/戏谑称谓,"You don't know if you don't know the situation in our house know that car oh, three years ago this time I ran 10,000 kilometers and no time to drive you know that the one with the doll is going to have to pay for what time to run, how much more and how little now you want to buy that empty heart meal sevenpence a pound to make a dime a pound your brain has a bag oh, your sevenpence you made a dime a pound how do you fight the price with that boy next door they sell fivepence I sell threepence I'm angry I can't get out of my mouth"
ADDR_145,晓得是啥子东西到真爱啊那个怪奇怪怪像个傻子一样,moron/dumb,傻子,傻子,insult,冒犯/戏谑称谓,"You know, it's kind of like a real love thing, that weird freak-like freak like a freak."
ADDR_146,老子神经病我是金色的哦两个一口头真的是,nuts ,神经病,神经病,insult,冒犯/戏谑称谓,The old man's neurological disease is that I am golden.
ADDR_147,哪怕他的退休工资低他不愿意再在儿女身上拿钱所以这些坏人这些骗子的趁机机会,bad men,坏人,坏人,insult,冒犯/戏谑称谓,"Even if his retirement salary is low, he is no longer willing to spend money on his children so that these bad guys, these crooks, take advantage of the opportunity."
ADDR_148,啊摔不死你这个狗东西,son of bitch,狗东西,狗东西,insult,冒犯/戏谑称谓,"Oh, don't kill that dog thing."
ADDR_149,大傻子啥傻子嗯我不是羊嘞刀刀,moron/dumb,傻子,傻子,insult,冒犯/戏谑称谓,I'm not a goat and I'm not a sheep.
ADDR_150,那你妹子的你还想来没我你你要动手啪你日妈差点把老子抽这样的妈哎哟我打你龟儿秀龙潭,bastard ,龟儿,龟儿,insult,冒犯/戏谑称谓,Then your sister you still want to come without me you need to move your hands your day almost pull the old man like this I'll beat you to the punch.
