ID,四川话原句,称谓,命中称谓,称谓类型,称谓类型中文,模型1输出,模型2输出,模型3输出,称谓翻译结果,错误类型,分析备注,input_file,utt_or_id,filename,source_file,matched_terms_original,text_length,pred_english_lora_mbart
ADDR_071,你长得好帅哟是不是哦嘿我前女友一些都没说过我帅哥幺儿他们懂都不懂你长得恁个像吴彦祖,幺儿,幺儿,affectionate,亲昵称呼,,,,,,,train_9800,013165467571_dM3DF_12_11120,013165467571_dM3DF_12_11120.wav,wsc_train_audio_text.tsv.gz,他们 帅哥 幺儿 你 我,41,"Are you looking good? My former girlfriend hasn't said anything about me, but they don't know that you look like an old man."
ADDR_072,那边老师明天喊你当着全班的娃儿都要都要,娃儿,娃儿,affectionate,亲昵称呼,,,,,,,train_9800,70421923224_9RYks_74_3840,70421923224_9RYks_74_3840.wav,wsc_train_audio_text.tsv.gz,娃儿 老师 你,19,Their teacher will call you tomorrow to be a full-time teacher.
ADDR_073,吃嘛快吃弟娃儿吃快吃吃我该吃嘛快吃很甜,娃儿,娃儿,affectionate,亲昵称呼,,,,,,,train_9800,013165500787_y9LTj_52_6740,013165500787_y9LTj_52_6740.wav,wsc_train_audio_text.tsv.gz,弟娃儿 我,19,"Let's eat, let's go and eat, I'm going to eat, and it's sweet."
ADDR_074,我们衣服没逛到出来那两个娃儿非得套圈圈,娃儿,娃儿,affectionate,亲昵称呼,,,,,,,train_9800,013165507014_0HUkG_11_6760,013165507014_0HUkG_11_6760.wav,wsc_train_audio_text.tsv.gz,娃儿 我们,19,"Our clothes don't come out, and the two girls have to put on a circle."
ADDR_075,老子管你那些娃儿儿儿没没喂啊回去过好裹好,娃儿,娃儿,affectionate,亲昵称呼,,,,,,,train_9800,01600012860_ZieoC_2_5540,01600012860_ZieoC_2_5540.wav,wsc_train_audio_text.tsv.gz,老子 娃儿 你,20,"The old man took care of your children, didn't feed them, and went back and wrapped them."
ADDR_076,说的嘛娃儿嘞好好吃了嘛完嘞我他家你讲的好,娃儿,娃儿,affectionate,亲昵称呼,,,,,,,train_9800,013165457444_snKwA_4_6120,013165457444_snKwA_4_6120.wav,wsc_train_audio_text.tsv.gz,娃儿 你 我 他,20,"It's good to eat, and I'm going to tell you about my family."
ADDR_077,再说了办法啊比如你们这边几个小伙子阴道想那边女娃子想得的简直已经一塌糊涂了,女娃子,女娃子 娃子 小伙子,affectionate,亲昵称呼,,,,,,,train_9800,01316546412_1VFBk_66_7120,01316546412_1VFBk_66_7120.wav,wsc_train_audio_text.tsv.gz,小伙子 女娃子 你们,37,"Another way is to say, for example, that there are a few boys here who want to have sex, and the girls there are really confused."
ADDR_078,过年爸爸嫌多屋头十天没开锅坐席千万莫和小娃儿坐一个个饿了饿下的看嘛筷子没来就用手抓筷子一来都过抢抢八辈子没吃过,小娃儿,小娃儿 小娃 娃儿,affectionate,亲昵称呼,,,,,,,train_9800,016000150301_NSKOj_0_10740,016000150301_NSKOj_0_10740.wav,wsc_train_audio_text.tsv.gz,小娃儿 爸爸,55,"Over the years, Dad hasn't been in the house for ten days, sitting in the kitchen, sitting with the little kids, hungry and starving."
ADDR_079,楼上本是雕版画陈列时今年改做郭德展览会有郭德和他的朋友们的像他的画他的书的插图等等富士德的插图最多同一件是个人画起来呀趣为个别楼下是埃及古物的陈列室大大小小的木乃伊都有小娃儿也有,小娃儿,小娃儿 小娃 娃儿,affectionate,亲昵称呼,,,,,,,train_9800,sc0008152_624590_648740,sc0008152_624590_648740.wav,wsc_train_audio_text.tsv.gz,小娃儿 朋友 小的 个人 他,89,"This year's exhibition will be replaced by the Guo De exhibition, where Guo de and his friends will be shown pictures of his paintings, illustrations of his books, etc."
ADDR_080,我说嘛女娃儿有时候不一定长得非常乖,女娃儿,女娃儿 娃儿,affectionate,亲昵称呼,,,,,,,train_9800,cq00030582_120880_123670,cq00030582_120880_123670.wav,wsc_train_audio_text.tsv.gz,女娃儿 我,17,I say that girl sometimes doesn't grow very well.
ADDR_081,我就说啊你想嘛一个女娃子家家的万多万的为他选,女娃子,女娃子 娃子,affectionate,亲昵称呼,,,,,,,train_9800,01316549054_AUyRl_33_6140,01316549054_AUyRl_33_6140.wav,wsc_train_audio_text.tsv.gz,女娃子 家家 你 我 他,22,"And I said, Thousands of women and children chose him."
ADDR_082,他唱了半天结果经常说那个唱个青藏高原后来女娃子唱了下来要问我,女娃子,女娃子 娃子,affectionate,亲昵称呼,,,,,,,train_9800,013165473108_SbhZj_154_7000,013165473108_SbhZj_154_7000.wav,wsc_train_audio_text.tsv.gz,女娃子 那个 我 他,30,"He sang for a long time, and he often said that song was sung in the Tibetan Plateau."
ADDR_083,你回来他的八字儿你都喊我二爸呢你爱人是二奶你女娃子受我的胆你就是二奶,女娃子,女娃子 娃子,affectionate,亲昵称呼,,,,,,,train_9800,01316547864_9r21j_132_8020,01316547864_9r21j_132_8020.wav,wsc_train_audio_text.tsv.gz,女娃子 爱人 二爸 你 我 他,34,"When you come back to his eight words, you call me two, and your love is two."
ADDR_084,都在后头拍戏衣服穿起我刚开始啊你们年轻人和十几个女娃子青春就是美青春就是美,女娃子,女娃子 娃子,affectionate,亲昵称呼,,,,,,,train_9800,013165497300_5mVO7_124_10100,013165497300_5mVO7_124_10100.wav,wsc_train_audio_text.tsv.gz,女娃子 你们 我,37,"They're all in the back of their clothes, and I'm just starting, you young men and a dozen young women."
ADDR_085,生娃子保管挨到呀呀婆婆爱呀爱你妈的鬼娃娃子得不得爱一辈子嘛嘛,娃娃,娃娃 娃子,affectionate,亲昵称呼,,,,,,,train_9800,013165492421_S7dCW_91_7320,013165492421_S7dCW_91_7320.wav,wsc_train_audio_text.tsv.gz,娃子 婆婆 娃娃 你 妈,30,"I love love love,,,I love you, I love you all my life."
ADDR_086,景苑儿景园嘞离开中校三校都在屋门口小娃儿读书是非常的方便便,小娃儿,小娃儿 小娃 娃儿,affectionate,亲昵称呼,,,,,,,train_9800,cq0081078_78060_84200,cq0081078_78060_84200.wav,wsc_train_audio_text.tsv.gz,小娃儿,29,It's very convenient to read at the door of the school.
ADDR_087,这个是个儿童房哈小娃儿做作业看书这块儿的他都没设计好的都是中央空调色调颜色搭配得非常的温馨,小娃儿,小娃儿 小娃 娃儿,affectionate,亲昵称呼,,,,,,,train_9800,cq0083998_147050_157480,cq0083998_147050_157480.wav,wsc_train_audio_text.tsv.gz,小娃儿 这个 他,45,"This is a children's room, where children do their homework and read books."
ADDR_088,他都是专业捆成二十八年的十八年你弄上弄了三十年了我信不信嘛几岁就开始弄我们那个时候上来的时候他就在开始弄材料那个豌豆像个小娃儿那你煮煮不到那到时候你煮煮不到到时候我们头中加十个猪脑壳你还慢慢煮嘛慢慢煮嘛,小娃儿,小娃儿 小娃 娃儿,affectionate,亲昵称呼,,,,,,,train_9800,cq0058068_266340_285010,cq0058068_266340_285010.wav,wsc_train_audio_text.tsv.gz,小娃儿 那个 我们 你 我 他,101,"He's been a professional forty-eight years, and you've been working for thirty years. I can't believe how many years he started working for us. When he came up, he was working on the materials."
ADDR_089,大家好今天给你们介绍一套小区自带游泳的时候看嘛这里是大人小娃在那里面耍哈游泳哈,小娃,小娃,affectionate,亲昵称呼,,,,,,,train_9800,cq0076664_340_8050,cq0076664_340_8050.wav,wsc_train_audio_text.tsv.gz,你们 大家 小娃,39,"Hello, today I'm going to introduce you to a set of self-contained swimming pools."
ADDR_090,两口子吃人稀甚欢娃娃在这边站到还要遭你吸了样子,娃娃,娃娃,affectionate,亲昵称呼,,,,,,,train_9800,013165451994_LUG8o_29_6460,013165451994_LUG8o_29_6460.wav,wsc_train_audio_text.tsv.gz,两口子 娃娃 你,23,"It's rare to eat two mouths, and it's like a doll standing here and getting sued by you."
ADDR_091,老板儿不仅生意好名气很大就是老板脾气有点怪从来不会喊客人来点菜菜,老板儿,老板儿 老板 客人,hierarchy,社会身份/等级称谓,,,,,,,train_9800,01600030670_n7agI_1_5800,01600030670_n7agI_1_5800.wav,wsc_train_audio_text.tsv.gz,老板 客人,32,"The boss not only has a great reputation in business, but the boss's temper is a little strange, and he never calls guests to eat."
ADDR_092,餐饮老板儿来当评委还给自己餐饮评那么高的分儿所以这是让我非常质疑的一点,老板儿,老板儿 老板,hierarchy,社会身份/等级称谓,,,,,,,train_9800,01316552024_CgM6V_127_6860,01316552024_CgM6V_127_6860.wav,wsc_train_audio_text.tsv.gz,老板 自己 我,35,"It's a little questionable, because the restaurant owner comes and gives himself a very high rating."
ADDR_093,嚯哟走进来老板儿家是他们打烟哦敬酒哦老板板儿看起陆十好几了逮到个两个一个一个锅的喊哦,老板儿,老板儿 老板,hierarchy,社会身份/等级称谓,,,,,,,train_9800,016000219843_yXaP3_1_9680,016000219843_yXaP3_1_9680.wav,wsc_train_audio_text.tsv.gz,老板 他们,42,"Come into the house of the boss, and they smoke, and drink, and the boss is looking at the boards, and he catches two, one, and one."
ADDR_094,大家好我是云阳明月二车的涛老板儿接到一个粉丝的电话喊我们去收一台非常nice的一台车看我带上那两样东西西,老板儿,老板儿 老板,hierarchy,社会身份/等级称谓,,,,,,,train_9800,cq0067854_0_9880,cq0067854_0_9880.wav,wsc_train_audio_text.tsv.gz,大家 老板 粉丝 我们 我,52,"Hello, I'm the owner of the two-wheeler, and I got a call from a fan, calling us to pick up a very nice one, and see if I can take the two things with me."
ADDR_095,再见我我不签老板儿送孩子这个车你又收了个啥子车今天我捡到一个机头这辆车被行情价少五千块钱牛逼少五千啥车哦哦,老板儿,老板儿 老板,hierarchy,社会身份/等级称谓,,,,,,,train_9800,sc0031535_0_14360,sc0031535_0_14360.wav,wsc_train_audio_text.tsv.gz,老板 这个 你 我,53,"See again, I don't sign this car for the kids, you pick up another car today, I picked up a car, and the price of this car was less than 5,000 dollars."
ADDR_096,失败了只买了一个礼单七十一号主要是你们很辛苦主要是厨师师傅哦不是嗯特别辛苦我们看起好舒服哟天呐怕是各人打吗好的认知房哈稳当啊好的好的正脂肪哈,师傅,师傅 厨师,hierarchy,社会身份/等级称谓,,,,,,,train_9800,cq00001498_51780_67820,cq00001498_51780_67820.wav,wsc_train_audio_text.tsv.gz,厨师 各人 我们 师傅 你们,70,"Failed to buy only one receipt 701, mainly you are very hard mainly cooks, chefs, not especially hard, we look good and comfortable, oh my God, are you afraid of each other?"
ADDR_097,行者却笑道师傅你侵略做作等我交出起来,师傅,师傅,hierarchy,社会身份/等级称谓,,,,,,,train_9800,sc0030296_1565320_1570950,sc0030296_1565320_1570950.wav,wsc_train_audio_text.tsv.gz,师傅 你 我,18,"Their companions laughed at your aggression, and waited for me to give up."
ADDR_098,师傅快傅快撒哈牛肉卷肉卷这个牛肉切的薄,师傅,师傅,hierarchy,社会身份/等级称谓,,,,,,,train_9800,01316547635_BqKXa_23_6540,01316547635_BqKXa_23_6540.wav,wsc_train_audio_text.tsv.gz,这个 师傅,19,It's a very thin beef.
ADDR_099,躺一时有妖精拿住师傅你就说老孙是他大徒弟,师傅,师傅,hierarchy,社会身份/等级称谓,,,,,,,train_9800,sc0030289_1763140_1768850,sc0030289_1763140_1768850.wav,wsc_train_audio_text.tsv.gz,师傅 弟 你 他,20,"When a demon lays down a master, you say that his grandfather is a younger brother."
ADDR_100,哦那你家条件还不错师师傅你们重庆的火锅加菜菜吗,师傅,师傅,hierarchy,社会身份/等级称谓,,,,,,,train_9800,016000300365_wpcON_7_7740,016000300365_wpcON_7_7740.wav,wsc_train_audio_text.tsv.gz,你们 师傅 你,23,"Oh, your condition is good, teacher, do you have a cooking dish in Chongqing?"
ADDR_101,那就是鱼皮啊被炸得来稍稍微重起那个火力要透入鱼皮里面俗话说的叫泥头子被老师傅就把它称为扎进皮,老师傅,老师傅 师傅 老师,hierarchy,社会身份/等级称谓,,,,,,,train_9800,cq0039702_88780_105410,cq0039702_88780_105410.wav,wsc_train_audio_text.tsv.gz,那个 老师 它,46,"That is, the skin of the fish is blown up a little bit, and the force of fire is to penetrate the skin."
ADDR_102,才听老师父之言菩萨尚且救父神龙教他画马托尼我老汉却不能少有周忌明日将那男配取来愿送老师傅叩碑欠缺岂为笑纳,老师傅,老师傅 师傅 师父 老师,hierarchy,社会身份/等级称谓,,,,,,,train_9800,sc0030325_1585580_1599870,sc0030325_1585580_1599870.wav,wsc_train_audio_text.tsv.gz,老师 老汉 我 他,52,"Hearing the words of the teacher's father, the goddess of God, who saved his father, taught him to paint a painting of the Madonna."
ADDR_103,生意下滑百分之五十了好多老板就去找厨师的问题了难道真的是厨师跟服务员的问题吗,老板,老板 厨师 服务员,hierarchy,社会身份/等级称谓,,,,,,,train_9800,016000241684_sGLxa_3_7780,016000241684_sGLxa_3_7780.wav,wsc_train_audio_text.tsv.gz,服务员 老板 厨师,38,"Their business has fallen by 50 percent, and many bosses are looking for a cook, isn't it really a cook and a waiter?"
ADDR_104,哇那个婆娘长得好乖哟哇老板娘你太了解我了你不就是说的我吗看来我离老老板不远了,老板娘,老板娘 老板,hierarchy,社会身份/等级称谓,,,,,,,train_9800,cq0054632_28150_36330,cq0054632_28150_36330.wav,wsc_train_audio_text.tsv.gz,老板娘 老板 那个 婆娘 你 我,38,"Wow, that's a good girl, boss, you know me too well, don't you mean me? I'm not far from the boss."
ADDR_105,初期的重庆吃货啊只晓得夏天家呀要吃小龙虾作为重庆的资深吃货我们晓得重庆的夏天我们必须去吃瓜瓜今儿呢带大家去体验一家专门卖瓜瓜的店哈据说老板娘也长得特别漂亮跟我一起打探一手走,老板娘,老板娘 老板,hierarchy,社会身份/等级称谓,,,,,,,train_9800,cq00018810_1840_16220,cq00018810_1840_16220.wav,wsc_train_audio_text.tsv.gz,老板娘 大家 我们 我,86,"Early in Chongqing, we only knew that in the summer, the family would like to eat a small shrimp. As a senior in chongqng, we know that in summer, we must go and eat cucumbers."
ADDR_106,但是黄老师说他母亲不会同意也就是你阿姨我求你了我希望你成全,老师,老师 阿姨,hierarchy,社会身份/等级称谓,,,,,,,train_9800,013165525148_Yk2G0_98_6040,013165525148_Yk2G0_98_6040.wav,wsc_train_audio_text.tsv.gz,老师 阿姨 你 我 他,29,"But Huang said his mother wouldn't agree, and that's your aunt. I'm asking for you, and I hope you'll make it."
ADDR_107,你给你领导说要举报我那么我在那个视频我也给杨光的领导说如果司机是一个主播的话哈,司机,司机 主播,hierarchy,社会身份/等级称谓,,,,,,,train_9800,016000283969_5yngp_14_7340,016000283969_5yngp_14_7340.wav,wsc_train_audio_text.tsv.gz,司机 那个 主播 你 我,39,"You tell your leader to report to me, and I also told the leader of Yang Guang that if the driver is anchor, what?"
ADDR_108,叔叔还在山下帮忙没有回来阿姨继续在草地里守着自家的牛叫我下次再来上班,阿姨,阿姨 叔叔,hierarchy,社会身份/等级称谓,,,,,,,train_9800,013165460027_zVHFo_83_9200,013165460027_zVHFo_83_9200.wav,wsc_train_audio_text.tsv.gz,阿姨 叔叔 自家 我,34,"Uncle still helps in the mountains, but doesn't come back. Uncle continues to keep his own cattle in the grass, telling me to come back to work next time."
ADDR_109,哎呀都闹着嘛家里面就是真的那就哎呀真的是都不好意思了他真的走了一分钟都没开了走啊叔叔阿姨你们保保重身体好在家保重身体,阿姨,阿姨 叔叔,hierarchy,社会身份/等级称谓,,,,,,,train_9800,013165520485_jRXB2_13_20320,013165520485_jRXB2_13_20320.wav,wsc_train_audio_text.tsv.gz,叔叔阿姨 你们 他,58,"It's really awkward, and I'm really sorry, but he really didn't leave for a minute."
ADDR_110,叔叔你们那个顶要拾得两百多个平方都你和嬢嬢两个人在那里住啊好奢侈哦那没办法我让他们在这儿住搬到公司那边,叔叔,叔叔 嬢嬢,hierarchy,社会身份/等级称谓,,,,,,,train_9800,cq0104871_100_11030,cq0104871_100_11030.wav,wsc_train_audio_text.tsv.gz,他们 嬢嬢 那个 个人 叔叔 你们 你 我,51,"Uncle, you have more than two hundred square meters on your roof, and you and your daughter live there. It's luxurious, and I can't let them live here, move to the company."
ADDR_111,为了让偏远山区的大妈大爷们吃上嫩滑多汁的豆腐脑今天我又拉了八十斤来到大山里,大爷,大爷 大妈,hierarchy,社会身份/等级称谓,,,,,,,test_200,013165492805_zt1O7_0_6260,013165492805_zt1O7_0_6260.wav,wsc_train_audio_text.tsv.gz,大妈 大爷 我,37,"In order to make the mountains of the farthest part of the country to eat the sweet and juicy tofu, today I brought eighty pounds to the mountain."
ADDR_112,现在这些罪犯还是太年轻你以为你不在朝阳都没得事了吗我给你说你记到啊你大爷已经不是从前那个大爷了你大妈永远是你大妈,大爷,大爷 大妈,hierarchy,社会身份/等级称谓,,,,,,,train_9800,sc0030639_467340_480350,sc0030639_467340_480350.wav,wsc_train_audio_text.tsv.gz,那个 大妈 大爷 你 我,56,"Now these criminals are too young, and you think you are not doing well in the morning? I'll tell you, remember, your grandfather is not the one you used to be, and your grandmother is always your grandma."
ADDR_113,哎老师你刚才说的啥子没没了了别的钱钱,老师,老师,hierarchy,社会身份/等级称谓,,,,,,,train_9800,013165502344_c3oBJ_18_6380,013165502344_c3oBJ_18_6380.wav,wsc_train_audio_text.tsv.gz,老师 你,18,What did you say? No more money.
ADDR_114,就是不不让让老师我的吧来来那里这有封面,老师,老师,hierarchy,社会身份/等级称谓,,,,,,,train_9800,013165476133_fBgUk_23_5880,013165476133_fBgUk_23_5880.wav,wsc_train_audio_text.tsv.gz,老师 我,19,I didn't let my teacher come and have a cover.
ADDR_115,我也不会帮你恁妈也没有那老师小着喽哎哟,老师,老师,hierarchy,社会身份/等级称谓,,,,,,,train_9800,013165445126_atecs_12_7260,013165445126_atecs_12_7260.wav,wsc_train_audio_text.tsv.gz,老师 你 我 妈,19,"I'm not going to help you, neither is the teacher."
ADDR_116,子怡先生老师数学原来还这般青年多更加可敬,老师,老师,hierarchy,社会身份/等级称谓,,,,,,,train_9800,sc0006297_264030_269260,sc0006297_264030_269260.wav,wsc_train_audio_text.tsv.gz,老师,20,Their teacher of mathematics was more respectable than the younger.
ADDR_117,夏老板哦我搞忘了问你那个女工发了没得,老板,老板,hierarchy,社会身份/等级称谓,,,,,,,train_9800,01600023653_XvU6f_31_6760,01600023653_XvU6f_31_6760.wav,wsc_train_audio_text.tsv.gz,老板 那个 你 我,18,"Boss, I forgot to ask you about the woman."
ADDR_118,嗯对啊你是老板啦哦亲姐亲姐呃吃的啥子啊,老板,老板,hierarchy,社会身份/等级称谓,,,,,,,train_9800,013165518802_IjMiD_16_5600,013165518802_IjMiD_16_5600.wav,wsc_train_audio_text.tsv.gz,老板 你 姐,19,"Yes, you are the boss, what do you eat?"
ADDR_119,这个好说阿萨斯嘛卤面鸭血你看打这个老板,老板,老板,hierarchy,社会身份/等级称谓,,,,,,,train_9800,013165443546_kqsOe_17_6680,013165443546_kqsOe_17_6680.wav,wsc_train_audio_text.tsv.gz,老板 这个 你,19,It's good to say that's what you're talking about.
ADDR_120,老板这儿三桌忙出了三四桌的这个是你带的呀,老板,老板,hierarchy,社会身份/等级称谓,,,,,,,train_9800,013165519802_KO3tn_8_7420,013165519802_KO3tn_8_7420.wav,wsc_train_audio_text.tsv.gz,老板 这个 你,20,The boss here has three or four tables.
ADDR_121,呃下面话话可能有点多就是他们嘞群狗日的龟儿子最喜欢通过贬低戏弄折磨同性的方式来他妈吸引异性的目光,龟儿子,龟儿子 狗日的 龟儿,insult,冒犯/戏谑称谓,,,,,,,train_9800,013165499388_ZgQRe_13_9900,013165499388_ZgQRe_13_9900.wav,wsc_train_audio_text.tsv.gz,龟儿子 他们 他 妈,48,"The following may be a little bit more of a story, which is that their son, the turtle of the day, prefers to attract the stranger's attention by degrading and torturing homosexuals."
ADDR_122,还有这个才打啊天哪超大哈可以过来快接到你这只龟儿子好吃哦,龟儿子,龟儿子 龟儿,insult,冒犯/戏谑称谓,,,,,,,train_9800,01316551302_g1Q9H_24_7220,01316551302_g1Q9H_24_7220.wav,wsc_train_audio_text.tsv.gz,龟儿子 这个 你,28,"There's a little bit of this, oh my God, can you come and get this little turtle?"
ADDR_123,哎呀我晓得我又不是瓜的哎呀我晓得你其实暗示我你喜欢我我心头明白其实人非圣贤哎呀我又不是瓜娃子哎呀我心头还是有数其实我也是有感情的我还是觉得你这个女娃子好手就要挨拢了,瓜娃子,瓜娃子 瓜娃,insult,冒犯/戏谑称谓,,,,,,,train_9800,sc0000445_1146360_1163030,sc0000445_1146360_1163030.wav,wsc_train_audio_text.tsv.gz,女娃子 瓜娃子 这个 你 我,82,"Oh, I know that I'm not a cuckoo, but I know you're actually suggesting that you like me, and my heart understands that it's not a saint, but that I don't like cuckoos."
ADDR_124,等他来今天让我收拾这个狗日的你们就当我没有回来哎,狗日的,狗日的,insult,冒犯/戏谑称谓,,,,,,,train_9800,01316545875_cLz1o_676_6200,01316545875_cLz1o_676_6200.wav,wsc_train_audio_text.tsv.gz,这个 你们 我 他,24,"Wait for him to pick up this dog day, and when I don't come back."
ADDR_125,狗日的你们晓得现在那些老师的主业是啥子不打杂打卡应付检查,狗日的,狗日的,insult,冒犯/戏谑称谓,,,,,,,train_9800,016000179319_CRXiv_0_6420,016000179319_CRXiv_0_6420.wav,wsc_train_audio_text.tsv.gz,你们 老师,28,Do you know what is the main occupation of teachers nowadays?
ADDR_126,这帮龟儿子又是些造反成性的太不好搞了我们是郊外倒是有两座山可那都是收门票的风景区,龟儿子,龟儿子 龟儿,insult,冒犯/戏谑称谓,,,,,,,train_9800,sc0007877_244050_254720,sc0007877_244050_254720.wav,wsc_train_audio_text.tsv.gz,龟儿子 我们,40,"This group of turtles is a bit counterproductive, too bad. We are on the outskirts, but there are two mountains, and these are the scenic areas where tickets are collected."
ADDR_127,狗日的法神子让老子来你骂你骂你骂停,狗日的,狗日的,insult,冒犯/戏谑称谓,,,,,,,train_9800,013165501199_mAWNR_33_5660,013165501199_mAWNR_33_5660.wav,wsc_train_audio_text.tsv.gz,老子 你,17,"The God of dogs, let the old man come and curse you, and you will not curse."
ADDR_128,真的很心痛那个贼娃子了刚出新手村就遭遇了三个大魔王你跑也跑不赢是打也打不赢唉这个应该是这个小偷职业生涯当中最黑暗的一天吧这是做了啥子孽了难受想哭,贼娃子,贼娃子,insult,冒犯/戏谑称谓,,,,,,,train_9800,sc0032283_485640_503060,sc0032283_485640_503060.wav,wsc_train_audio_text.tsv.gz,贼娃子 那个 这个 你,72,"It's really painful that thief's daughter has just come out of the new village, and has encountered three great wizards. You run and run, and you don't win."
ADDR_129,再见拜拜哈谢谢大家支持莫拍了龟儿来接了,龟儿,龟儿,insult,冒犯/戏谑称谓,,,,,,,train_9800,013165453443_cokt3_71_5660,013165453443_cokt3_71_5660.wav,wsc_train_audio_text.tsv.gz,龟儿 大家,19,"Goodbye, thank you for supporting me."
ADDR_130,好吓你一长串骂自己老公都这样骂的你龟儿使人带霉,龟儿,龟儿,insult,冒犯/戏谑称谓,,,,,,,train_9800,013165465413_qZNCy_18_8140,013165465413_qZNCy_18_8140.wav,wsc_train_audio_text.tsv.gz,自己 老公 龟儿 你,23,"It scares you a long line of curses against your husband, and your turtle makes people feel bad."
ADDR_131,老子就鬼冒火一天偷来偷老子鸡蛋再带带它老子砍死他个龟儿,龟儿,龟儿,insult,冒犯/戏谑称谓,,,,,,,train_9800,01316551984_tabdB_18_8500,01316551984_tabdB_18_8500.wav,wsc_train_audio_text.tsv.gz,老子 龟儿 它 他,27,"One day, theft of the old man's eggs, and he brought it with him."
ADDR_132,那小孩儿吧都想挨他玩然后他不想挨他玩你看他龟儿气他龟儿气大,龟儿,龟儿,insult,冒犯/戏谑称谓,,,,,,,train_9800,cq0043740_67600_72570,cq0043740_67600_72570.wav,wsc_train_audio_text.tsv.gz,龟儿 你 他,29,"The kid wanted to play with him, and then he didn't want to play."
ADDR_133,鬼血龟儿看那个脸墙就像那种龟儿饿血吃多了那种一样的一天还能吃双血痛来试下,龟儿,龟儿,insult,冒犯/戏谑称谓,,,,,,,train_9800,013165436469_5PNsW_73_7200,013165436469_5PNsW_73_7200.wav,wsc_train_audio_text.tsv.gz,龟儿 那个,36,"It's like a turtle who's hungry and has eaten a lot of blood, and on the same day he can eat double blood and try it."
ADDR_134,把你让开你在那耍傻子你耍这点意思哇你在那,傻子,傻子,insult,冒犯/戏谑称谓,,,,,,,train_9800,013165461962_1m9et_9_8620,013165461962_1m9et_9_8620.wav,wsc_train_audio_text.tsv.gz,你,20,"Let you go and play fools, and you'll be there."
ADDR_135,其他的都莫去想当一个快乐的傻妈妈就好了我终于明白别人为什么说一孕傻三年了因为睡不好瞌睡一整天就是傻子,傻子,傻子,insult,冒犯/戏谑称谓,,,,,,,train_9800,013165488258_zq6UE_22_9140,013165488258_zq6UE_22_9140.wav,wsc_train_audio_text.tsv.gz,别人 妈妈 我 他,50,"Others don't want to be a happy silly mother, and I finally understand why people say that it's been silly for three years, because sleep is not good, and sleep is silly all day long."
ADDR_136,疯子管你管你的好有好多通风在再有一下那个,疯子,疯子,insult,冒犯/戏谑称谓,,,,,,,train_9800,013165527343_P0Hsj_83_5900,013165527343_P0Hsj_83_5900.wav,wsc_train_audio_text.tsv.gz,那个 你,20,"You're going to have a lot of ventilation, and you'll have a little more."
ADDR_137,你看嘛还是我家孙儿说的对你一天不是样子就是疯子的哎呀,疯子,疯子,insult,冒犯/戏谑称谓,,,,,,,train_9800,016000285031_nLNJQ_36_5660,016000285031_nLNJQ_36_5660.wav,wsc_train_audio_text.tsv.gz,你 我,26,"You see, my grandfather's saying to you is not like a crazy man."
ADDR_138,你看他不是疯子是装疯的你看这就是结果我跟你说了以他接受的治疗是没得能力逃跑的,疯子,疯子,insult,冒犯/戏谑称谓,,,,,,,train_9800,013165450652_mS584_71_6880,013165450652_mS584_71_6880.wav,wsc_train_audio_text.tsv.gz,我 你 他,38,"You see, he's not a crazy man, you see, that's the result. I told you that the treatment he received was not able to escape."
ADDR_139,喂不好意思我刚才我那个电话有电把我耳朵唉我也不晓得我在说啥子你你说他怎么是个疯子吗你快问他你们昨天在干啥子快点儿问,疯子,疯子,insult,冒犯/戏谑称谓,,,,,,,train_9800,013165527050_CgBIt_11_10420,013165527050_CgBIt_11_10420.wav,wsc_train_audio_text.tsv.gz,那个 你们 你 我 他,57,"I'm sorry, I just got a phone call, and I didn't know what I was saying. Did you say he was crazy?"
ADDR_140,啥变手不分茶神经病兄弟你也是吃点白喝的哦火的哦,神经病,神经病,insult,冒犯/戏谑称谓,,,,,,,train_9800,sc0041116_76890_81930,sc0041116_76890_81930.wav,wsc_train_audio_text.tsv.gz,兄弟 你,23,"What's wrong with your hands? Brother, you're also eating and drinking."
ADDR_141,你说你愿意为我去死得嘛那你把扇子一丢哎你像有神经病嗦,神经病,神经病,insult,冒犯/戏谑称谓,,,,,,,train_9800,01316549190_vQiKk_22_6120,01316549190_vQiKk_22_6120.wav,wsc_train_audio_text.tsv.gz,你 我,26,"You say you want to die for me, and you throw away the fan?"
ADDR_142,神经病就拽死经比你拽世东去比你好高天比你你还是个大学生,神经病,神经病,insult,冒犯/戏谑称谓,,,,,,,train_9800,01316553489_7shvk_154_5540,01316553489_7shvk_154_5540.wav,wsc_train_audio_text.tsv.gz,学生 你,27,It's more like you're a college student than you are.
ADDR_143,王阳明将自良之满街都是圣人一边而为东林党无党尽是好人为有力抗满清的熊廷弼是坏人是应当拿来杀你,坏人,坏人,insult,冒犯/戏谑称谓,,,,,,,train_9800,sc0007278_210400_221720,sc0007278_210400_221720.wav,wsc_train_audio_text.tsv.gz,你,46,"King Yang-ming said that the streets were filled with sacred people, and that there was no party for the Eastern Party."
